,Unnamed: 0,keywords,labels,X0,X1
44,44,carbon flux,2,-0.6765824441645704,0.0078260249044901
45,45,carbon nitrogen ratio,3,-0.6182254843229934,0.0804251215038091
46,46,carbon to nitrogen ratio,3,-0.6182254843229934,0.0804251215038091
47,47,chemical element,0,-0.6594393497828694,0.0997302413873466
48,48,chemical leaf composition,3,-0.6162510568069905,0.0785808689635809
49,49,climate change,2,-0.6701965292890962,0.0661184178355206
50,50,climate condition,3,-0.6136950857872713,0.0642616166122528
51,51,climatic condition,3,-0.6446202744003776,0.0892949855390747
52,52,climatic conditions,2,-0.6144211097197029,-0.0124514755279749
53,53,co2 concentration,0,-0.6840918478863853,0.0771714396720756
54,54,coarse material,2,-0.6575861226077319,0.0423155419413571
55,55,coarse sand,2,-0.6622503894883883,0.0177000746697389
56,56,coarse silt,2,-0.674231825015533,0.0264599808752575
57,57,coarse-grained soil,3,-0.60179991903335,0.0653831756017035
58,58,coastal saline soil,3,-0.6005522965838118,0.0611644458025819
59,59,coastal water,3,-0.6420485363330385,0.0630512228851245
60,60,community composition,3,-0.6003090739078335,0.0645067164598804
61,61,community disassembly,0,-0.6609932172420154,0.0831431019416744
62,62,community growth,3,-0.6315660837984959,0.0890851155260384
63,63,community level,3,-0.619526670286112,0.0606020955806999
64,64,community structure,2,-0.658017898960654,0.0693325304297104
65,65,conservation effort,3,-0.6233962145613534,0.0933280863559744
66,66,contents of carbon,3,-0.6356391702212074,0.0844596351794352
67,67,cooked leaf,2,-0.6754945070722506,0.0348369571802765
68,68,coverage,1,-0.5100749061056861,0.1187857543293104
69,69,crown width,2,-0.6777638346634357,0.0578302493407131
70,70,cultivated area,0,-0.6566674657584322,0.0924802151472015
71,71,cytochrome c,0,-0.6715033773227961,0.1229428674449387
72,72,data set,0,-0.6767704301600325,0.096964424019929
73,73,date time,0,-0.6496019778114783,0.0907118126369847
74,74,dead wood,0,-0.6608037066240237,0.0786246297756617
75,75,deep sea system,3,-0.6266540004316835,0.0832789537818355
76,76,direction,1,-0.5226431828626538,-0.0012909354261977
77,77,dissolved inorganic nitrogen,3,-0.6036300786332753,0.070273563028436
78,78,diverse tree community,3,-0.6298826715612377,0.0604274252784788
79,79,drinking water,3,-0.6543266080113689,0.0748068812188903
80,80,drought resistance,0,-0.6831651687712827,0.1471179318693264
81,81,drought-sensitive specy,0,-0.6509161089852238,0.1033071139318539
82,82,dry matter content,3,-0.6312814164344305,0.0802703540876336
83,83,dry period,2,-0.6552242492933209,0.0589385679365633
84,84,dry season,3,-0.6407011079575841,0.0832007231471712
85,85,ecological community,0,-0.6803738863760989,0.099523477820701
86,86,ecological recovery,3,-0.6442049537474313,0.0638323817616683
87,87,energy efficiency,2,-0.6759373869723292,0.0470896867541281
88,88,environmental background,0,-0.6535047140836262,0.0952566020162649
89,89,environmental change,0,-0.689016962921337,0.0913810919885381
90,90,environmental stress,2,-0.6711208984758275,0.0739071860525335
91,91,environmental upgrading,0,-0.6861162919609988,0.107885784645587
92,92,event,1,-0.525077483763267,-0.066444058503475
93,93,experimental site,0,-0.6885263036951687,0.0833525393826773
94,94,extinction filter,3,-0.618349119348139,0.0249623247474501
95,95,family name,3,-0.637658903237895,0.0976287700653246
96,96,federal land,0,-0.6456328292089273,0.0980966289705006
97,97,female sample size,3,-0.6255731299545514,0.0862205498005656
98,98,fine sand,0,-0.6731585650210113,0.1127107237439952
99,99,fine-grained soil,3,-0.6280886148374639,0.0672744200488919
100,100,flower-visiting insect,3,-0.6389094304769457,0.0770961901497736
101,101,flowering season,0,-0.6821200922641012,0.1138849018805871
102,102,food plant,0,-0.6514824059510885,0.0928383411541664
103,103,food-web,3,-0.6239645440148762,0.0789326756332937
104,104,forest area,0,-0.6615157231626158,0.1101713497607591
105,105,forest floor,0,-0.6742485562014731,0.1121739137585585
106,106,forest service,2,-0.6843046399648874,0.0710790006555618
107,107,forested area,0,-0.6716345434603551,0.1157052430870702
108,108,forested site,0,-0.6730078735769327,0.0936067072248714
109,109,fresh water,0,-0.6886113304372883,0.087558052392026
110,110,functional diversity,0,-0.6868790083043934,0.1000399166060867
111,111,functional group,2,-0.6540569678175309,0.0658771387727039
112,112,functional trait,2,-0.6708685351625264,0.0629035276064932
113,113,fungal community,2,-0.6535233566075312,0.057452429279183
114,114,fungal community abundance,3,-0.6247791857084882,0.0781099973964966
115,115,fungal diversity,2,-0.6780270190169264,0.0649561565163824
116,116,fungal family,3,-0.6458992813227885,0.0808897588913609
117,117,fungi community,0,-0.6632633554638068,0.0814981937745222
118,118,genetic diversity,2,-0.6873068157894642,0.0503020048796398
119,119,geographic region,2,-0.6659412464867169,0.0632691701439361
120,120,global change,3,-0.6524438210422413,0.0722705190439442
121,121,global change phenomena,3,-0.6306603711801256,0.0805600851043816
122,122,global temperature,2,-0.6398310075028106,0.0335115071014469
123,123,grain size,0,-0.6897525301017224,0.0897981932161657
124,124,green space,3,-0.6399308371027983,0.1050292617438032
125,125,greenhouse ga,3,-0.6331313625051762,0.0530016840045076
126,126,ground-based plots,3,-0.6335494974580212,0.0730099381595056
127,127,group,1,-0.5303238156317491,0.1336638150746894
128,128,growing season,3,-0.63364059949826,0.091671663854291
129,129,heat combustion,0,-0.6915151174957672,0.0894785598984655
130,130,heat production,3,-0.6203673711380626,0.0585674633496946
131,131,heavy metal,0,-0.6822942281723764,0.0782480306040751
132,132,herbivory class,2,-0.6363230132219293,0.023912782504838
133,133,host,1,-0.5141100048492213,-0.0261394790710398
134,134,humidity condition,3,-0.6532932605807007,0.0723849572714894
135,135,ice storm,2,-0.6570154412022541,0.056238763129588
136,136,ice-free land,3,-0.6329534968058044,0.0722474530386088
137,137,index of organism name,3,-0.6415818941242929,0.0752968691935622
138,138,individual growth,3,-0.6380567693094401,0.0999432688387217
139,139,inorganic nitrogen,2,-0.6834281860946192,0.0328272477310375
140,140,insect herbivore microbiome,1,-0.5264976836418744,0.0732229547570299
141,141,kinetic energy,2,-0.6500776918655516,0.0638308818623718
142,142,land area,0,-0.6702417060011067,0.0907393624302745
143,143,land cover,0,-0.6663544356606355,0.0779964098878304
144,144,land use,3,-0.634595216898824,0.095888123818767
145,145,land-use,3,-0.634595216898824,0.095888123818767
146,146,landscape scale,0,-0.6826852127875093,0.0951837065740809
147,147,large area,3,-0.6445626232983693,0.0850810491351666
148,148,leaf area,2,-0.6531510979008053,0.0589293938616043
149,149,leaf length,3,-0.619404140787693,0.1225367464060146
150,150,leaf penetration strength,3,-0.6346619267917598,0.0663284807497584
151,151,leaf surface,2,-0.6922226216829497,0.0237950619156504
152,152,leaf tensile strength,3,-0.6315718548306413,0.0798653381321545
153,153,leaf trait,2,-0.6682181960610623,0.0587040333375058
154,154,leave damage,3,-0.63335425358589,0.0648952096294802
155,155,lepidopteran phylogenetic diversity,3,-0.6026918190908744,0.0799959372787904
156,156,life span study,3,-0.6341457974935583,0.0856463389358421
157,157,light condition,3,-0.6436159193808499,0.0584653509682554
158,158,liquid fuel,2,-0.6733457229979393,0.0645433837945225
159,159,living leaf,3,-0.6342384058305289,0.0753379036127239
160,160,living resource,3,-0.6354411368947424,0.0693691177186035
161,161,living tissue,0,-0.6786387874986396,0.076378009195413
162,162,located in,3,-0.615274987426852,0.090712829829858
163,163,longevity study,2,-0.6740063285052176,0.0423439803004487
164,164,low density,0,-0.6506006439388922,0.0996575319133644
165,165,magnetic field,0,-0.6608565582164765,0.0917403510361136
166,166,male sample size,3,-0.6251144212520705,0.0859490486853528
167,167,marine benthic habitat,1,-0.5261014582064486,0.0490432098546436
168,168,marine environment,2,-0.6900601213067142,0.0589460850660987
169,169,marine protected area,3,-0.6284305287838687,0.0748873664845449
170,170,median life expectancy,3,-0.6285585075547266,0.0674082816377376
171,171,methane emission,0,-0.6821476576934344,0.0793794800168095
172,172,microbial activity,2,-0.6931653512915443,-0.0087543976419634
173,173,microbial community,2,-0.6732000891600867,0.0662684832402687
174,174,microbial host,3,-0.6278719687265746,0.0661083163786653
175,175,minced meat,2,-0.6741261525782472,0.0100385696315496
176,176,mixed broad-leaved forest,3,-0.6328417373472941,0.0805687641198432
177,177,molecular diversity,0,-0.6853675379052873,0.1091162444514606
178,178,mortality rate,3,-0.6327165565711597,0.0973979500834471
179,179,multi-trait,3,-0.6089014747474003,0.0590255952402996
180,180,n,1,-0.5459159671956251,0.087653379455972
181,181,national biocapacity,3,-0.6128910523079137,0.095580515122382
182,182,national forest,3,-0.6392991289243491,0.065216514200336
183,183,national forest reserve,3,-0.6277896040375519,0.0741593807828006
184,184,national nature reserve,3,-0.6342341336520957,0.075919889670931
185,185,national park,3,-0.6315321214248352,0.0817403091913204
186,186,natural forest,0,-0.6861106895646703,0.0974225575117425
187,187,natural ga,2,-0.6533237473045093,0.0613750466811267
188,188,natural system,0,-0.6648192867413215,0.0964931217267043
189,189,nature conservation,2,-0.6568782359028297,0.016224659098238
190,190,nature reserve,2,-0.6644081253987489,0.0098609979904568
191,191,nitrification rate,2,-0.6796807867215486,0.0545777706874161
192,192,nitrogen content,0,-0.6884617813649342,0.1114159211350445
193,193,nitrous oxide emissions,3,-0.6085722623079196,0.1053623104108571
194,194,non-exotic,0,-0.6869912904224897,0.122648565411443
195,195,non-trophic,2,-0.6838133013043696,0.0575105207885846
196,196,north american zoo,3,-0.6321340670854884,0.0841244100713841
197,197,nutrient cycling,3,-0.5970480259960314,0.0771647969515458
198,198,o2 production,3,-0.606050121985454,0.1187292343432158
199,199,observed.div,2,-0.6551104976731826,0.0263723995477858
200,200,ocean warming,3,-0.6368848239831412,0.0754001607386889
201,201,open water,3,-0.6365557810527247,0.0668771423779559
202,202,organic carbon content,3,-0.6211709620472925,0.0787151878751736
203,203,organic compound,2,-0.6936907887215876,0.0690152913984059
204,204,organic nitrogen content,3,-0.6159350004342523,0.0732615608891041
205,205,organic soil,0,-0.6862782302920593,0.0924074803770223
206,206,organic soil layer,3,-0.6019860944367869,0.0834127158731542
207,207,organism count,0,-0.6939803054773783,0.0834701553584665
208,208,organization,1,-0.5081486905843139,0.0410258538979846
209,209,ornamental exotic plant,3,-0.6120617627624539,0.0696181224025158
210,210,ph value,3,-0.6262518999746363,0.0818579314668991
211,211,ph-value,3,-0.6262518999746363,0.0818579314668991
212,212,photosynthetic o2 production,3,-0.6272829157024264,0.0681094924067345
213,213,phylogenetic independence,0,-0.661308854084605,0.1205516529654039
214,214,physiological similarity,0,-0.6881276845006834,0.1228909655416255
215,215,plant collection,0,-0.6566174072005864,0.0750125669829494
216,216,plant collection record,3,-0.6355501494500371,0.0828078070463616
217,217,plant community,0,-0.6636194648653174,0.0941122156472145
218,218,plant diversity,0,-0.6627868301577898,0.1346438697990185
219,219,plant family name,3,-0.6334374568653197,0.0724389861568128
220,220,plant height,0,-0.657592217263647,0.113759743195697
221,221,plant nitrogen concentration,3,-0.6010060559541769,0.074154742105733
222,222,plant performance,3,-0.5631110033576506,0.1160015539923186
223,223,plant productivity,2,-0.6665772549031068,0.0619258720468922
224,224,plant quality,3,-0.5972056232602976,0.1103620343688543
225,225,plot diversity,3,-0.646982812471453,0.0832542368674516
226,226,plot name,3,-0.6187348883924146,0.0989259595155425
227,227,plot richness,0,-0.6709664707129575,0.0806163547065908
228,228,policy measure,0,-0.6376580896800491,0.118709717111924
229,229,position,1,-0.5241413814794204,0.0689396343134997
230,230,pressure,1,-0.4833288531382219,-0.0234539475273382
231,231,prominent,3,-0.618884181568819,0.0893912392952784
232,232,protected area,0,-0.651775513155093,0.0950831016110135
233,233,quality control,0,-0.6576796381704114,0.1023699239261517
234,234,rain gauge,3,-0.6180053096197432,0.0768844738972454
235,235,rainfall intensity,0,-0.6561875659098045,0.0828634540535139
236,236,rainy season,0,-0.6388382887687861,0.1195555300685506
237,237,reasearch plot,0,-0.6811466539020856,0.099790940688081
238,238,reproduction of an organism,3,-0.6310182282154805,0.077348094180421
239,239,research plot,0,-0.662005586444853,0.1288052184639841
240,240,rock fragment,2,-0.692323976447113,0.0381840052627056
241,241,root intensity,0,-0.6475914705801604,0.1280763224072309
242,242,royal jelly,0,-0.6589481765579093,0.0795139686552277
243,243,s content,3,-0.595138604652551,0.1149602895437641
244,244,sample size,2,-0.6937980440290774,0.0700638591308986
245,245,sampling period,3,-0.6392656814077001,0.085085197759674
246,246,sand content,0,-0.672143028908523,0.1276985208634851
247,247,scientific plant,2,-0.6926217987120772,0.0497338480164831
248,248,scientific plant species name,3,-0.6361197102996641,0.0815105247740682
249,249,scientific species fullname,2,-0.6764618805690735,0.048008612849937
250,250,sea ice,2,-0.6646411302205728,0.0413630991979555
251,251,sea ice cover,3,-0.630037132706292,0.0724515777937727
252,252,secondary forest,3,-0.6401186344141823,0.1029651707057913
253,253,size distribution,0,-0.6743305879836797,0.0930898958703959
254,254,soil carbon content,3,-0.6260715798406429,0.0780018661202402
255,255,soil depth,0,-0.6800242267212232,0.1308332742459929
256,256,soil ecology,2,-0.6858935697781128,0.0224072035992112
257,257,soil faunal biomass,3,-0.5773964377484506,0.0635999512355939
258,258,soil horizon,0,-0.6880630580353655,0.0936159784248375
259,259,soil microbial community,3,-0.6302202649636591,0.0752195197664163
260,260,soil organic,0,-0.6862782302920593,0.0924074803770223
261,261,soil organic carbon,3,-0.6131489654618489,0.0661035336230842
262,262,soil organic carbon content,3,-0.6377508236623164,0.0796073189099566
263,263,soil profile,3,-0.6245045426938995,0.0842975541045988
264,264,soil property,3,-0.6201690485051605,0.1019026531712793
265,265,solid,1,-0.5025819970581141,0.1180102208190537
266,266,solid fuel,0,-0.6542383928941704,0.1168330584944135
267,267,spatial distribution,0,-0.6870095204453661,0.1567683316406964
268,268,species common name,3,-0.637410017230743,0.0779097238389715
269,269,species conservation,2,-0.6913892547575831,0.072841785116777
270,270,species endangerment,0,-0.6847437555358005,0.1148869098248558
271,271,species-rich,2,-0.6710188872963265,0.0393024565610436
272,272,steep slope,0,-0.6523860978527724,0.0991063002446385
273,273,straight,2,-0.6190368908216831,-0.1249576107124123
274,274,sub-tropical,2,-0.6588997071015372,0.0730826954304466
275,275,sub-tropical forest,3,-0.6289420467092817,0.0791389997864982
276,276,subtropical forest ecosystem,1,-0.5639650264786609,0.0488354042079345
277,277,sugar composition analysis,3,-0.6278230357771079,0.0803425517702853
278,278,surface water,2,-0.680121363925264,0.0569753190232066
279,279,taxonomic change,3,-0.6435068503389653,0.090908760222496
280,280,the gutianshan national nature reserve,3,-0.6345300325169022,0.0788670007950952
281,281,the mediterranean sea,3,-0.632477878352149,0.0789359756208922
282,282,time,1,-0.5197479259679956,-0.0202711535390923
283,283,total area,0,-0.6647939308460666,0.0920505476829003
284,284,total organic nitrogen content,3,-0.6374579865169515,0.0795773263995873
285,285,total soil organic carbon content,3,-0.6342235569912557,0.0791957334405374
286,286,total sulphur content,0,-0.659394735637765,0.1204704791597744
287,287,trait evolution,2,-0.6673568075081449,0.0610367511236366
288,288,tree age,3,-0.6409687296409283,0.0916615242468021
289,289,tree community,0,-0.6610405290589129,0.1233430302636935
290,290,tree growth,0,-0.654447289738158,0.090874646428022
291,291,tree height,0,-0.6616735321969492,0.11840057781829
292,292,tree quality,0,-0.6664499339694863,0.0954556349213217
293,293,tree species richness,3,-0.5989710716033623,0.0678916671284424
294,294,tropical forest ecosystem,1,-0.5577226755114263,0.0438168292407828
295,295,tropical place,0,-0.6586726186120401,0.1124088617774606
296,296,un-harvested forest,3,-0.632321421592807,0.0667959045855376
297,297,vascular plant species,3,-0.5941197957754102,0.0729381867875266
298,298,vegetated conditions,3,-0.6201417710822815,0.0759457539406165
299,299,volatile compound,0,-0.6695708968910802,0.1032406629494852
300,300,water condition,2,-0.6542028838900373,0.0535359342615599
301,301,water consumption,2,-0.6679115912967694,0.0529268716699562
302,302,water depth,2,-0.6780573817275137,0.0654251273939364
303,303,water quality,2,-0.6673817609641595,0.0708058146473651
304,304,water resource,0,-0.6560621370877451,0.0819941177668577
305,305,water resource region,3,-0.6271849191971641,0.0726827958788672
306,306,weather condition,3,-0.6257233783273793,0.0916669689716002
307,307,weighed,1,-0.5334788759856838,-0.0027703985750099
308,308,weighing,1,-0.5023809407733323,0.009019998011744
309,309,woodland type,0,-0.6651340891741458,0.1087647787578089
310,310,young leaf,3,-0.5859258653930545,0.0817646252500169
311,311,young tree,3,-0.6099363580667396,0.097665689209056
