,Word,Tag
179,was,
180,not,
181,ordered,
182,at,
183,this,
184,time,
185,.,
186,The,
187,patient,
188,was,
189,thought,
190,to,
191,be,
192,experiencing,
193,post-traumatic,
194,encephalopathy,
195,and,
196,eventually,
197,declined,
198,to,
199,GCS,
200,3T,
201,.,
202,After,
203,discussion,
204,with,
205,family,
206,the,
207,decision,
208,was,
209,made,
210,to,
211,perform,
212,tracheostomy,
213,and,
214,laparoscopic,
215,gastrostomy,
216,tube,
217,placement,
218,.,
219,The,
220,patient,
221,was,
222,prepped,
223,and,
224,draped,
225,in,
226,usual,
227,sterile,
228,fashion,
229,and,
230,the,
231,tracheostomy,
232,was,
233,performed,
234,first,
235,.,
236,We,
237,thenO,
238,turned,
239,our,
240,attention,
241,to,
242,the,
243,patient,
244,'s,
245,abdomen,
246,for,
247,laparoscopic,
248,gastrostomy,
249,tube,
250,placement,
251,.,
252,We,
253,began,
254,by,
255,gaining,
256,access,
257,to,
258,the,
259,abdomen,
260,with,
261,a,
262,Veress,
263,needle,
264,through,
265,Palmer,
266,'s,
267,point,
268,.,
269,The,
270,abdomen,
271,was,
272,insufflated,
273,to,
274,15,
275,mmHg,
276,.,
277,The,
278,patient,
279,thenO,
280,developed,
281,significant,
282,hypotension,
283,without,
284,a,
285,decrease,
286,in,
287,end,
288,tidal,
289,carbon,
290,dioxide,
291,.,
292,We,
293,partially,
294,evacuated,
295,the,
296,capnoperitoneum,
297,with,
298,no,
299,improvement,
300,in,
301,hemodynamic,
302,status,
303,.,
304,At,
305,this,
306,point,
307,we,
308,rapidly,
309,inserted,
310,the,
311,laparoscope,
312,which,
313,showed,
314,widespread,
315,hemoperitoneum,
316,.,
317,We,
318,were,
319,unable,
320,to,
321,identify,
322,the,
323,source,
324,laparoscopically,
325,and,
326,elected,
327,to,
328,convert,
329,to,
330,an,
331,open,
332,procedure,
333,.,
334,Upon,
335,opening,
336,the,
337,abdomen,
338,we,
339,were,
340,easily,
341,able,
342,to,
343,identify,
344,an,
345,active,
346,splenic,
347,hemorrhage,
348,the,
349,splenic,
350,capsule,
351,was,
352,not,
353,specifically,
354,noted,
355,at,
356,this,
357,time,
358,.,
359,The,
360,spleen,
361,was,
362,rapidly,
363,medialized,
364,and,
365,the,
366,hilum,
367,was,
368,controlled,
369,manually,
370,with,
371,an,
372,immediate,
373,improvement,
374,in,
375,blood,
376,pressure,
377,.,
378,The,
379,spleen,
380,was,
381,removed,
382,using,
383,a,
384,GIA,
385,stapler,
386,and,
387,the,
388,remainder,
389,of,
390,the,
391,abdomen,
392,was,
393,inspected,
394,with,
395,no,
396,furtherO,
397,injury,
398,noted,
399,.,
400,The,
401,patient,
402,was,
403,transfused,
404,two,
405,units,
406,of,
407,packed,
408,red,
409,blood,
410,cells,
411,and,
412,taken,
413,to,
414,the,
415,surgical,
416,intensive,
417,care,
418,unit,
419,.,
420,The,
421,patient,
422,recovered,
423,and,
424,was,
425,ultimately,
426,discharged,
427,16,
428,days,
429,later,
430,.,
431,Pathology,
432,report,
433,of,
434,the,
435,spleen,
436,described,
437,a,
438,“,
439,capsular,
440,laceration,
441,with,
442,focal,
443,parenchymal,
444,hemorrhage,
445,”,
446,—,
447,this,
448,is,
449,approximated,
450,as,
451,a,
452,grade,
453,1,
454,splenic,
455,injury,
456,according,
457,to,
458,the,
459,AAST-OIS,
460,splenic,
461,injury,
462,scale,
463,.,
464,A,
465,27-year-old,
466,elite-level,
467,rugby,
468,union,
469,player,
470,was,
471,participating,
472,in,
473,an,
474,international,
475,test,
476,match,
477,and,
478,sustained,
479,a,
480,blow,
481,to,
482,his,
483,head,
484,from,
485,anotherO,
486,player,
487,'s,
488,knee,
489,.,
490,TherOe,
491,was,
492,no,
493,loss,
494,of,
495,consciousness,
496,or,
497,memory,
498,loss,
499,although,
500,immediately,
501,after,
502,impact,
503,the,
504,patient,
505,reported,
506,feeling,
507,confused,
508,which,
509,resolved,
510,over,
511,several,
512,seconds,
513,.,
514,He,
515,continued,
516,playing,
517,for,
518,an,
519,additional,
520,15,
521,min,
522,before,
523,alerting,
524,the,
525,head,
526,team,
527,physician,
528,(,
529,MRS,
530,),
531,and,
532,match,
533,day,
534,doctor,
535,(,
536,JSA,
537,),
538,about,
539,vision,
540,changes,
541,in,
542,his,
543,right,
544,eye,
545,and,
546,stating,
547,his,
548,left,
549,leg,
550,was,
551,“,
552,not,
553,responding,
554,properly,
555,”,
556,.,
557,Upon,
558,sideline,
559,evaluation,
560,his,
561,neurologic,
562,exam,
563,was,
564,normal,
565,despite,
566,the,
567,patient,
568,'s,
569,subjective,
570,complaints,
571,.,
572,However,
573,his,
574,complaint,
575,of,
576,neurological,
577,deﬁcits,
578,prompted,
579,immediate,
580,application,
581,of,
582,a,
583,cervical,
584,collar,
585,and,
586,transport,
587,to,
588,the,
589,nearest,
590,Level,
591,1,
592,trauma,
593,center,
594,for,
595,furtherO,
596,evaluation,
597,.,
598,The,
599,decision,
600,for,
601,transport,
602,was,
603,based,
604,on,
605,his,
606,subjective,
607,neurological,
608,symptoms,
609,after,
610,a,
611,direct,
612,blow,
613,to,
614,the,
615,head,
616,despite,
617,a,
618,normal,
619,examination,
620,.,
621,Upon,
622,arrival,
623,to,
624,the,
625,emergency,
626,department,
627,the,
628,player,
629,was,
630,hemodynamically,
631,stable,
632,with,
633,a,
634,Glasgow,
635,Coma,
636,Scale,
637,(,
638,GCS,
639,),
640,of,
641,15,
642,.,
643,No,
644,otherO,
645,injuries,
646,were,
647,identiﬁed,
648,.,
649,His,
650,medical,
651,history,
652,included,
653,three,
654,documented,
655,head,
656,concussions,
657,that,
658,all,
659,responded,
660,to,
661,conservative,
662,measures,
663,with,
664,no,
665,prolonged,
666,symptoms,
667,he,
668,had,
669,no,
670,otherO,
671,known,
672,head,
673,trauma,
674,.,
675,Additional,
676,history,
677,was,
678,relevant,
679,for,
680,minor,
681,musculoskeletal,
682,trauma,
683,including,
684,an,
685,acromioclavicular,
686,separation,
687,but,
688,no,
689,otherO,
690,medical,
691,conditions,
692,or,
693,comorbidities,
694,.,
695,On,
696,exam,
697,the,
698,player,
699,could,
700,accurately,
701,recall,
702,the,
703,event,
704,.,
705,The,
706,neurological,
707,motor,
708,exam,
709,was,
710,unremarkable,
711,in,
712,all,
713,four,
714,extremities,
715,including,
716,his,
717,left,
718,lower,
719,extremity,
720,.,
721,He,
722,had,
723,intact,
724,sensation,
725,to,
726,light,
727,touch,
728,in,
729,his,
730,upper,
731,and,
732,lower,
733,extremities,
734,.,
735,Pupils,
736,were,
737,equal,
738,round,
739,and,
740,reactive,
741,to,
742,light,
743,.,
744,Extraocular,
745,movements,
746,and,
747,cranial,
748,nerves,
749,II,
750,-,
751,XII,
752,were,
753,intact,
754,.,
755,Emergent,
756,CT,
757,scan,
758,without,
759,contrast,
760,identiﬁed,
761,a,
762,crescent,
763,shaped,
764,extra-axial,
765,ﬂuid,
766,collection,
767,consistent,
768,with,
769,a,
770,subdural,
771,hematoma,
772,and,
773,10,
774,mm,
775,midline,
776,shift,
777,.,
778,The,
779,posterior,
780,and,
781,temporal,
782,horn,
783,of,
784,the,
785,right,
786,ventricle,
787,were,
788,nearly,
789,completely,
790,effaced,
791,.,
792,The,
793,posterior,
794,aspect,
795,of,
796,the,
797,hematoma,
798,was,
799,hyperdense,
800,consistent,
801,with,
802,an,
803,acute,
804,bleed,
805,while,
806,the,
807,anterior,
808,half,
809,appeared,
810,isodense,
811,with,
812,the,
813,cerebral,
814,cortex,
815,.,
816,The,
817,heterogeneous,
818,density,
819,likely,
820,represents,
821,unclotted,
822,blood,
823,anteriorly,
824,but,
825,could,
826,also,
827,reﬂect,
828,acute,
829,on,
830,chronic,
831,bleeding,
832,or,
833,cerebrospinal,
834,ﬂuid,
835,extravasation,
836,into,
837,the,
838,subarachnoid,
839,space,
840,due,
841,to,
842,an,
843,arachnoid,
844,laceration,
845,.,
846,TherOe,
847,were,
848,no,
849,additional,
850,lesions,
851,noted,
852,.,
853,The,
854,hospital,
855,'s,
856,neurosurgeon,
857,was,
858,immediately,
859,contacted,
860,and,
861,the,
862,player,
863,underwent,
864,an,
865,emergent,
866,right,
867,frontoparietal,
868,craniotomy,
869,and,
870,hematoma,
871,evacuation,
872,.,
873,The,
874,patient,
875,'s,
876,rehabilitation,
877,course,
878,included,
879,inpatient,
880,and,
881,outpatient,
882,physical,
883,therOapy,
884,ultimately,
885,making,
886,a,
887,full,
888,recovery,
889,without,
890,any,
891,neurological,
892,or,
893,cognitive,
894,deﬁcits,
895,.,
896,He,
897,subsequently,
898,retired,
899,from,
900,competitive,
901,rugby,
902,and,
903,has,
904,become,
905,a,
906,coach,
907,for,
908,a,
909,professional,
910,rugby,
911,club,
912,.,
913,A,
914,15-year-old,
915,woman,
916,was,
917,diagnosed,
918,with,
919,osteogenesis,
920,imperfecta,
921,(,
922,Sillence,
923,Type,
924,I,
925,),
926,at,
927,a,
928,regional,
929,reference,
930,pediatric,
931,hospital,
932,.,
933,Although,
934,a,
935,genetic,
936,characterization,
937,of,
938,the,
939,disease,
940,is,
941,currently,
942,underway,
943,and,
944,the,
945,patient,
946,never,
947,underwent,
948,a,
949,bone,
950,density,
951,test,
952,she,
953,expresses,
954,the,
955,same,
956,phenotypic,
957,traits,
958,as,
959,her,
960,motherO,
961,who,
962,suffers,
963,from,
964,autosomal,
965,dominant,
966,OI,
967,.,
968,Following,
969,a,
970,fall,
971,from,
972,a,
973,chair,
974,during,
975,an,
976,epileptic,
977,seizure,
978,the,
979,young,
980,patient,
981,came,
982,to,
983,our,
984,observation,
985,.,
986,Medical,
987,history,
988,did,
989,not,
990,predict,
991,any,
992,otherO,
993,fractures,
994,.,
995,She,
996,was,
997,not,
998,taking,
999,bisphosphonates,
1000,before,
1001,the,
1002,injury,
1003,but,
1004,she,
1005,was,
1006,taking,
1007,valproic,
1008,acid,
1009,for,
1010,epilepsy,
1011,.,
1012,On,
1013,physical,
1014,examination,
1015,the,
1016,patient,
1017,had,
1018,blue,
1019,sclera,
1020,bilateral,
1021,ipoacusia,
1022,inability,
1023,to,
1024,ambulate,
1025,and,
1026,absolute,
1027,impossibility,
1028,to,
1029,active,
1030,and,
1031,passive,
1032,motion,
1033,of,
1034,both,
1035,hips,
1036,due,
1037,to,
1038,pain,
1039,.,
1040,The,
1041,imaging,
1042,showed,
1043,acetabular,
1044,fractures,
1045,which,
1046,were,
1047,classiﬁed,
1048,as,
1049,associated,
1050,both,
1051,column,
1052,fractures,
1053,with,
1054,protrusio,
1055,acetabuli,
1056,.,
1057,Three,
1058,dimensional,
1059,reconstructed,
1060,computed,
1061,tomography,
1062,(,
1063,CT,
1064,),
1065,examination,
1066,revealed,
1067,a,
1068,greater,
1069,degree,
1070,of,
1071,comminution,
1072,and,
1073,displacement,
1074,than,
1075,could,
1076,be,
1077,appreciated,
1078,on,
1079,the,
1080,plain,
1081,radiographs,
1082,.,
1083,Once,
1084,informed,
1085,consent,
1086,was,
1087,obtained,
1088,from,
1089,the,
1090,patient,
1091,and,
1092,her,
1093,parents,
1094,the,
1095,preoperative,
1096,preparation,
1097,by,
1098,the,
1099,orthopaedic,
1100,and,
1101,anaesthesOia,
1102,team,
1103,consisted,
1104,in,
1105,typing,
1106,and,
1107,cross,
1108,matching,
1109,eight,
1110,units,
1111,of,
1112,packed,
1113,red,
1114,blood,
1115,cells,
1116,fresh,
1117,frozen,
1118,plasma,
1119,cryoprecipitate,
1120,desmopressin,
1121,and,
1122,interoperative,
1123,cell,
1124,salvage,
1125,capability,
1126,available,
1127,for,
1128,the,
1129,operation,
1130,.,
1131,On,
1132,the,
1133,ﬁfth,
1134,post-trauma,
1135,day,
1136,considering,
1137,the,
1138,young,
1139,age,
1140,of,
1141,the,
1142,patient,
1143,the,
1144,comorbidities,
1145,and,
1146,the,
1147,operative,
1148,duration,
1149,we,
1150,opted,
1151,for,
1152,the,
1153,ﬁxation,
1154,of,
1155,the,
1156,acetabula,
1157,in,
1158,two,
1159,surgical,
1160,steps,
1161,.,
1162,At,
1163,ﬁrst,
1164,we,
1165,performed,
1166,ORIF,
1167,of,
1168,bilateral,
1169,posterior,
1170,columns,
1171,via,
1172,Iselin,
1173,approach,
1174,.,
1175,A,
1176,pelvic,
1177,reconstruction,
1178,plate,
1179,was,
1180,shaped,
1181,and,
1182,positioned,
1183,along,
1184,the,
1185,perimeter,
1186,of,
1187,the,
1188,pelvis,
1189,until,
1190,its,
1191,ﬁxation,
1192,.,
1193,The,
1194,patient,
1195,was,
1196,extremely,
1197,osteopenic,
1198,bones,
1199,were,
1200,very,
1201,fragile,
1202,and,
1203,the,
1204,reduction,
1205,obtained,
1206,from,
1207,the,
1208,fracture,
1209,was,
1210,the,
1211,best,
1212,possible,
1213,given,
1214,the,
1215,starting,
1216,conditions,
1217,.,
1218,Since,
1219,on,
1220,the,
1221,right,
1222,side,
1223,the,
1224,posterior,
1225,synthesOis,
1226,alone,
1227,appeared,
1228,insufficient,
1229,to,
1230,guarantee,
1231,a,
1232,lasting,
1233,reduction,
1234,of,
1235,the,
1236,femoral,
1237,head,
1238,in,
1239,the,
1240,acetabulum,
1241,we,
1242,drilled,
1243,a,
1244,Kirschner,
1245,wire,
1246,to,
1247,provide,
1248,stable,
1249,ﬁxation,
1250,and,
1251,to,
1252,avoid,
1253,possible,
1254,future,
1255,dislocations,
1256,.,
1257,The,
1258,second,
1259,surgical,
1260,step,
1261,was,
1262,performed,
1263,on,
1264,post-injury,
1265,day,
1266,ten,
1267,via,
1268,a,
1269,bilateral,
1270,modiﬁed,
1271,Stoppa,
1272,approach,
1273,and,
1274,augmented,
1275,by,
1276,creating,
1277,the,
1278,lateral,
1279,window,
1280,of,
1281,the,
1282,ilioinguinal,
1283,approach,
1284,.,
1285,Bilaterally,
1286,therOe,
1287,were,
1288,multiple,
1289,devitalised,
1290,free-ﬂoating,
1291,articular,
1292,fragments,
1293,medial,
1294,to,
1295,the,
1296,quadrilateral,
1297,surface,
1298,that,
1299,were,
1300,deemed,
1301,no-reconstructible,
1302,.,
1303,Two,
1304,dedicated,
1305,suprapectineal,
1306,plate,
1307,were,
1308,applied,
1309,to,
1310,reconstruct,
1311,anterior,
1312,column,
1313,and,
1314,quadrilateral,
1315,lamina,
1316,of,
1317,both,
1318,hips,
1319,.,
1320,The,
1321,post-operative,
1322,period,
1323,was,
1324,uneventful,
1325,hemoglobin,
1326,never,
1327,fell,
1328,below,
1329,10,
1330,mg/dl,
1331,and,
1332,intraoperatively,
1333,the,
1334,blood,
1335,loss,
1336,was,
1337,less,
1338,than,
1339,400,
1340,cl,
1341,and,
1342,no,
1343,blood,
1344,transfusion,
1345,was,
1346,necessary,
1347,.,
1348,She,
1349,was,
1350,mobilized,
1351,on,
1352,crutches,
1353,with,
1354,touch,
1355,weight-bearing,
1356,for,
1357,six,
1358,weeks,
1359,and,
1360,partial,
1361,weight-bearing,
1362,for,
1363,anotherO,
1364,six,
1365,weeks,
1366,.,
1367,After,
1368,three,
1369,weeks,
1370,the,
1371,patient,
1372,was,
1373,discharged,
1374,to,
1375,home,
1376,therOapy,
1377,with,
1378,bisphosphonates,
1379,and,
1380,referred,
1381,to,
1382,a,
1383,specialist,
1384,center,
1385,for,
1386,OI,
1387,disease,
1388,.,
1389,We,
1390,followed,
1391,the,
1392,patient,
1393,weekly,
1394,for,
1395,one,
1396,month,
1397,thenO,
1398,monthly,
1399,until,
1400,the,
1401,sixth,
1402,month,
1403,with,
1404,radiographic,
1405,control,
1406,at,
1407,30,
1408,60,
1409,and,
1410,120,
1411,days,
1412,.,
1413,The,
1414,hips,
1415,function,
1416,was,
1417,evaluated,
1418,with,
1419,Harris,
1420,Hip,
1421,Score,
1422,(,
1423,HHS,
1424,),
1425,with,
1426,result,
1427,of,
1428,45/100,
1429,at,
1430,the,
1431,ﬁnal,
1432,follow-up,
1433,.,
1434,The,
1435,Numeric,
1436,Pain,
1437,Rating,
1438,Scale,
1439,(,
1440,NPRS,
1441,),
1442,a,
1443,segmented,
1444,numeric,
1445,version,
1446,of,
1447,the,
1448,visual,
1449,analog,
1450,scale,
1451,(,
1452,VAS,
1453,),
1454,used,
1455,to,
1456,assess,
1457,pain,
1458,intensity,
1459,reported,
1460,a,
1461,score,
1462,of,
1463,5/10,
1464,(,
1465,moderate,
1466,pain,
1467,),
1468,at,
1469,the,
1470,ﬁnal,
1471,follow,
1472,up,
1473,.,
1474,The,
1475,last,
1476,radiographic,
1477,examination,
1478,showed,
1479,an,
1480,adequate,
1481,reduction,
1482,of,
1483,the,
1484,fracture,
1485,and,
1486,a,
1487,satisfactory,
1488,wall,
1489,and,
1490,bone,
1491,stock,
1492,for,
1493,a,
1494,subsequent,
1495,prosthesOis,
1496,:,
1497,the,
1498,patient,
1499,developed,
1500,a,
1501,bilateral,
1502,post-traumatic,
1503,arthrosis,
1504,with,
1505,heterotopic,
1506,calciﬁcations,
1507,typical,
1508,of,
1509,the,
1510,underlying,
1511,disease,
1512,.,
1513,A,
1514,16-year-old,
1515,male,
1516,unrestrained,
1517,backseat,
1518,passenger,
1519,was,
1520,brought,
1521,to,
1522,our,
1523,trauma,
1524,bay,
1525,after,
1526,a,
1527,high-speed,
1528,motor,
1529,vehicle,
1530,collision,
1531,with,
1532,a,
1533,rollover,
1534,.,
1535,He,
1536,suffered,
1537,multiple,
1538,injuries,
1539,including,
1540,traumatic,
1541,brain,
1542,injury,
1543,complex,
1544,pelvic,
1545,fractures,
1546,spleen,
1547,liver,
1548,and,
1549,renal,
1550,injuries,
1551,and,
1552,left,
1553,diaphragmatic,
1554,rupture,
1555,.,
1556,His,
1557,initial,
1558,chest,
1559,X-ray,
1560,(,
1561,CXR,
1562,),
1563,revealed,
1564,his,
1565,stomach,
1566,herniating,
1567,inside,
1568,his,
1569,left,
1570,chest,
1571,.,
1572,He,
1573,underwent,
1574,immediate,
1575,laparotomy,
1576,and,
1577,repair,
1578,of,
1579,his,
1580,left,
1581,diaphragm,
1582,.,
1583,Intraoperatively,
1584,the,
1585,surgeon,
1586,examined,
1587,the,
1588,right,
1589,diaphragm,
1590,by,
1591,palpation,
1592,and,
1593,noted,
1594,no,
1595,abnormality,
1596,.,
1597,Postoperatively,
1598,the,
1599,patient,
1600,had,
1601,a,
1602,prolonged,
1603,ventilator-dependence,
1604,.,
1605,His,
1606,daily,
1607,CXR,
1608,showed,
1609,right-sided,
1610,diaphragmatic,
1611,abnormality,
1612,but,
1613,was,
1614,nonspeciﬁc,
1615,.,
1616,We,
1617,performed,
1618,a,
1619,dynamic,
1620,ultrasound,
1621,to,
1622,evaluate,
1623,the,
1624,right,
1625,diaphragm,
1626,the,
1627,result,
1628,suggested,
1629,that,
1630,the,
1631,right,
1632,diaphragm,
1633,was,
1634,paralysed,
1635,probably,
1636,secondary,
1637,to,
1638,right,
1639,phrenic,
1640,nerve,
1641,injury,
1642,.,
1643,On,
1644,3,
1645,occasions,
1646,(,
1647,post-injury,
1648,day,
1649,0,
1650,4,
1651,and,
1652,15,
1653,),
1654,the,
1655,patient,
1656,underwent,
1657,CT,
1658,of,
1659,the,
1660,chest,
1661,none,
1662,of,
1663,those,
1664,3,
1665,scans,
1666,reported,
1667,right-sided,
1668,diaphragmatic,
1669,injury,
1670,despite,
1671,the,
1672,presence,
1673,of,
1674,“,
1675,hepatothorax,
1676,”,
1677,as,
1678,well,
1679,as,
1680,“,
1681,hump,
1682,”,
1683,“,
1684,band,
1685,”,
1686,and,
1687,“,
1688,collar,
1689,”,
1690,signs,
1691,.,
1692,Eventually,
1693,on,
1694,post-injury,
1695,day,
1696,17,
1697,the,
1698,patient,
1699,underwent,
1700,a,
1701,diagnostic,
1702,laparoscopy,
1703,we,
1704,found,
1705,the,
1706,liver,
1707,herniating,
1708,into,
1709,the,
1710,right,
1711,chest,
1712,.,
1713,28-year,
1714,lady,
1715,was,
1716,brought,
1717,to,
1718,the,
1719,ED,
1720,with,
1721,an,
1722,alleged,
1723,history,
1724,of,
1725,accidental,
1726,strangulation,
1727,by,
1728,cloth,
1729,while,
1730,working,
1731,in,
1732,ﬁelds,
1733,.,
1734,The,
1735,patient,
1736,presented,
1737,to,
1738,us,
1739,after,
1740,8,
1741,h,
1742,of,
1743,trauma,
1744,.,
1745,Airway,
1746,was,
1747,patent,
1748,and,
1749,the,
1750,cervical,
1751,spine,
1752,motion,
1753,was,
1754,restricted,
1755,.,
1756,A,
1757,patterned,
1758,bruise,
1759,of,
1760,strangulation,
1761,was,
1762,present,
1763,in,
1764,the,
1765,middle,
1766,of,
1767,the,
1768,neck,
1769,.,
1770,Larynx,
1771,and,
1772,cricotracheal,
1773,junction,
1774,were,
1775,normal,
1776,to,
1777,palpation,
1778,.,
1779,Breathing,
1780,and,
1781,circulation,
1782,were,
1783,normal,
1784,and,
1785,therOe,
1786,was,
1787,no,
1788,neurological,
1789,disability,
1790,.,
1791,Mild,
1792,surgical,
1793,emphysema,
1794,was,
1795,present,
1796,in,
1797,the,
1798,face,
1799,and,
1800,neck,
1801,.,
1802,CECT,
1803,neck,
1804,revealed,
1805,tracheal,
1806,transection,
1807,more,
1808,than,
1809,50%,
1810,of,
1811,the,
1812,circumference,
1813,and,
1814,an,
1815,abnormally,
1816,dilated,
1817,segment,
1818,of,
1819,the,
1820,esophagus,
1821,.,
1822,Contrast,
1823,esophagogram,
1824,wasn't,
1825,performed,
1826,as,
1827,the,
1828,patient,
1829,had,
1830,an,
1831,upfront,
1832,indication,
1833,of,
1834,exploration,
1835,.,
1836,CT,
1837,Angio,
1838,revealed,
1839,complete,
1840,luminal,
1841,occlusion,
1842,of,
1843,left,
1844,Common,
1845,Carotid,
1846,Artery,
1847,due,
1848,to,
1849,thrombosis,
1850,3,
1851,cm,
1852,below,
1853,bifurcation,
1854,however,
1855,the,
1856,contrast,
1857,was,
1858,present,
1859,in,
1860,the,
1861,internal,
1862,carotid,
1863,artery,
1864,presumably,
1865,entering,
1866,retrogradely,
1867,from,
1868,external,
1869,carotid,
1870,artery,
1871,.,
1872,Interventional,
1873,radiology,
1874,expertise,
1875,for,
1876,CCA,
1877,stenting,
1878,wasn't,
1879,available,
1880,.,
1881,The,
1882,patient,
1883,was,
1884,taken,
1885,up,
1886,for,
1887,emergent,
1888,exploration,
1889,where,
1890,complete,
1891,transection,
1892,of,
1893,the,
1894,trachea,
1895,was,
1896,repaired,
1897,along,
1898,with,
1899,the,
1900,esophagus,
1901,.,
1902,CCA,
1903,exploration,
1904,revealed,
1905,a,
1906,contused,
1907,artery,
1908,not,
1909,amenable,
1910,to,
1911,resection,
1912,and,
1913,end,
1914,to,
1915,end,
1916,repair,
1917,.,
1918,CCA,
1919,size,
1920,precluded,
1921,the,
1922,use,
1923,of,
1924,saphenous,
1925,graft,
1926,due,
1927,to,
1928,anticipated,
1929,luminal,
1930,discrepancy,
1931,and,
1932,subsequent,
1933,turbulent,
1934,ﬂow,
1935,.,
1936,PTFE,
1937,and,
1938,Dacron,
1939,couldn't,
1940,be,
1941,arranged,
1942,in,
1943,the,
1944,middle,
1945,of,
1946,the,
1947,night,
1948,.,
1949,The,
1950,operating,
1951,surgeon,
1952,decided,
1953,to,
1954,manage,
1955,CCA,
1956,contusion,
1957,and,
1958,thrombosis,
1959,non-operatively,
1960,as,
1961,the,
1962,patient,
1963,presented,
1964,after,
1965,8,
1966,h,
1967,and,
1968,majority,
1969,strokes,
1970,in,
1971,Grade,
1972,4,
1973,injury,
1974,would,
1975,have,
1976,manifested,
1977,in,
1978,this,
1979,period,
1980,.,
1981,CCA,
1982,ligation,
1983,wasn't,
1984,done,
1985,in,
1986,the,
1987,apprehension,
1988,of,
1989,antegrade,
1990,thrombus,
1991,propagation,
1992,post,
1993,ligation,
1994,.,
1995,Unfortunately,
1996,the,
1997,patient,
1998,developed,
1999,right,
2000,hemiparesis,
2001,in,
2002,the,
2003,immediate,
2004,post-operative,
2005,period,
2006,.,
2007,MR,
2008,brain,
2009,with,
2010,angiogram,
2011,revealed,
2012,thrombus,
2013,propagation,
2014,involving,
2015,ICA,
2016,and,
2017,Left,
2018,MCA,
2019,and,
2020,conﬁrmed,
2021,stroke,
2022,.,
2023,The,
2024,patient,
2025,was,
2026,started,
2027,on,
2028,anticoagulation,
2029,and,
2030,intensive,
2031,physiotherOapy,
2032,.,
2033,Her,
2034,maximal,
2035,power,
2036,was,
2037,2/5,
2038,in,
2039,the,
2040,upper,
2041,limb,
2042,and,
2043,3/5,
2044,in,
2045,the,
2046,lower,
2047,limb,
2048,.,
2049,With,
2050,physiotherOapy,
2051,she,
2052,started,
2053,regaining,
2054,strength,
2055,and,
2056,by,
2057,the,
2058,third,
2059,postoperative,
2060,day,
2061,she,
2062,had,
2063,regained,
2064,full,
2065,power,
2066,and,
2067,could,
2068,write,
2069,and,
2070,walk,
2071,independently,
2072,.,
2073,Follow,
2074,up,
2075,Doppler,
2076,showed,
2077,no,
2078,recanalization,
2079,.,
2080,The,
2081,rest,
2082,post-op,
2083,period,
2084,was,
2085,uneventful,
2086,and,
2087,the,
2088,patient,
2089,was,
2090,discharged,
2091,home,
2092,neurologically,
2093,intact,
2094,on,
2095,antithrombotic,
2096,therOapy,
2097,.,
2098,We,
2099,describe,
2100,the,
2101,case,
2102,of,
2103,a,
2104,15,
2105,year,
2106,old,
2107,boy,
2108,who,
2109,presented,
2110,with,
2111,generalised,
2112,abdominal,
2113,pain,
2114,following,
2115,a,
2116,seemingly,
2117,minor,
2118,collision,
2119,at,
2120,weekend,
2121,soccer,
2122,.,
2123,Investigation,
2124,revealed,
2125,a,
2126,grade,
