,https,//paulstamatiou.com/
67,https,//www.martigeon.com/textbook-themed-webdesign/
68,https,//sheep.horse/2017/10/how_you_are_reading_this_page.html
69,https,//www.swyx.io/writing/
70,https,//www.swyx.io/writing/learn-in-public
71,https,//www.swyx.io/writing/svelte-static
72,https,//www.swyx.io/writing/coronavirus-recession/
73,https,//www.swyx.io/writing/writing-mise-en-place/
74,https,//www.swyx.io/writing/markdown-mistakes/
75,https,//ivov.dev/
76,https,//dev.to/kayis
77,https,//0a.io/
78,https,//0a.io/chapter1/calculus-explained.html
79,https,//0a.io/chapter1/boolean-satisfiability-problem-or-sat-in-5-minutes.html
80,https,//0a.io/chapter2/yc-interview-screwed-up.html
81,https,//0a.io/chapter2/death.html
82,https,//0a.io/chapter2/death1.html
83,https,//archy.sh/post/metamodernism-in-a-Canton-Dance-theatre.html
84,https,//thejoeflow.com/blog
85,https,//sheep.horse/tagcloud.html
86,https,//simonwillison.net/
87,https,//simonwillison.net/tags/
88,http,//hopefullyintersting.blogspot.com/
89,http,//hopefullyintersting.blogspot.com/2015/03/rockets-some-basics.html
90,http,//hopefullyintersting.blogspot.com/2019/06/sometimes-you-need-new-word.html
91,https,//basicbands.com/
92,https,//basicbands.com/list-of-custom-watch-strap-companies/
93,https,//www.taniarascia.com
94,https,//www.gdcorner.com/
95,https,//www.gdcorner.com/2019/11/18/ImprovingCodingStandards.html
96,https,//www.gdcorner.com/2020/02/28/ProblemBehavioursInSoftwareTeams.html
97,https,//www.gdcorner.com/2019/12/27/JenkinsHomeLab-P1-MasterSetup.html
98,https,//www.gdcorner.com/2019/10/11/MemoizationInPython.html
99,https,//opensourceweekly.org/
100,https,//github.com/soatok/faq-off
101,https,//beepb00p.xyz
102,https,//beepb00p.xyz/pkm-setup.html
103,https,//paul.copplest.one/blog/design.html
104,https,//paul.copplest.one/blog/nimbus-tech-2019-04.html
105,https,//mentalmodels.co
106,https,//github.com/kiwicopple/paul.copplest.one/commits/master.atom
107,https,//arpitbhayani.me/blogs
108,https,//arpit.substack.com
109,https,//arpitbhayani.me/blogs/better-programmer
110,https,//arpitbhayani.me/blogs/sliding-window-ratelimiter
111,https,//arpitbhayani.me/blogs/function-overloading
112,https,//johnweldon.com/tags/tip/
113,https,//johnweldon.com/tags/faith/
114,https,//johnweldon.com/tags/go/
115,https,//johnweldon.com/tags/business/
116,https,//allaboutberlin.com/
117,http,//wisercoder.com/
118,https,//benjamincongdon.me/blog
119,https,//benjamincongdon.me/blog/2019/11/11/The-Value-in-Gos-Simplicity/
120,https,//benjamincongdon.me/blog/2018/03/23/Python-Idioms-in-Rust/
121,https,//benjamincongdon.me/blog/2018/03/01/Scraping-the-Web-in-Golang-with-Colly-and-Goquery/
122,https,//benjamincongdon.me/blog/2019/03/07/Generative-Doodling/
123,https,//benjamincongdon.me/blog/2018/10/07/Wordscapes/
124,https,//benjamincongdon.me/blogroll
125,https,//benjamincongdon.me/books
126,https,//amir.rachum.com/
127,https,//amir.rachum.com/blog/2016/09/15/knowledge-debt/
128,https,//amir.rachum.com/blog/2016/09/17/shared-libraries/
129,https,//amir.rachum.com/blog/2017/07/28/python-entry-points/
130,https,//greenleaves.io/blog/
131,https,//tedium.co/
132,https,//tedium.co/2020/03/31/hp-touchpad-history/
133,https,//tedium.co/2020/02/06/impeachment-growth-hacking/
134,https,//tedium.co/2020/01/02/this-is-true-randy-cassingham-interview/
135,https,//tedium.co/2019/10/01/lamp-stack-php-mysql-apache-history/
136,https,//tedium.co/what-is-tedium
137,https,//morningtunes.music.blog/
138,https,//massimo-nazaria.github.io/blog/
139,https,//massimo-nazaria.github.io/blog/2020/01/15/testability-equals-modularity.html
140,https,//massimo-nazaria.github.io/blog/2019/09/05/software-architecture-design-for-busy-developers.html
141,https,//massimo-nazaria.github.io/blog/2019/03/13/mind-the-architecture-code-gap.html
142,https,//massimo-nazaria.github.io/blog/2019/03/02/unix-philosophy-with-an-example.html
143,https,//ieftimov.com
144,https,//ieftimov.com/categories/testing-in-go
145,https,//ieftimov.com/post/understanding-bytes-golang-build-tcp-protocol/
146,https,//ieftimov.com/post/make-resilient-golang-net-http-servers-using-timeouts-deadlines-context-cancellation/
147,https,//ieftimov.com/post/golang-datastructures-trees/
148,https,//news.ycombinator.com/item?id=22822401
149,https,//www.dannysalzman.com/2020/04/08/analyzing-hn-readers-personal-blogs
150,https,//www.thegreendirectory.net/category/blog
151,http,//rmsol.de/
152,https,//rmsol.de/atom.xml
153,https,//rmsol.de/2018/06/17/Emails-and-Appointments-with-Outlook-and-Python/
154,https,//daveceddia.com/
155,https,//daveceddia.com/react-tutorial/
156,https,//daveceddia.com/redux-tutorial/
157,https,//daveceddia.com/svelte-intro/
158,https,//daveceddia.com/implement-a-design-with-css/
159,https,//daveceddia.com/deploy-git-repo-to-server/
160,https,//daveceddia.com/tailwind-create-react-app/
161,https,//zwischenzugs.com/
162,https,//zwischenzugs.com/2017/04/04/things-i-learned-managing-site-reliability-for-some-of-the-worlds-busiest-gambling-sites/
163,https,//zwischenzugs.com/2019/03/25/aws-vs-k8s-is-the-new-windows-vs-linux/
164,https,//zwischenzugs.com/2019/11/27/the-first-non-bullshit-book-about-culture-ive-read/
165,https,//zwischenzugs.com/2018/10/02/why-are-enterprises-so-slow/
166,https,//zwischenzugs.com/2017/10/15/my-20-year-experience-of-software-development-methodologies/
167,https,//calmongames.wordpress.com/
168,https,//blog.steve.fi/
169,https,//adamconrad.dev
170,https,//adamconrad.dev/newsletter/
171,https,//adamconrad.dev/tag/algorithms/
172,https,//news.ycombinator.com/item?id=22500472
173,https,//news.ycombinator.com/item?id=22124447
174,https,//my-autism.com/
175,https,//confessionsoftheprofessions.com
176,https,//www.confessionsoftheprofessions.com/the-opportunity/
177,https,//www.gautamnarula.com/new-york-in-the-time-of-coronavirus/
178,https,//www.gautamnarula.com/remain-free-preview-ii-death-row/
179,https,//www.gautamnarula.com/what-javier-taught-me/
180,http,//glennfromspike.com/blog/
181,https,//www.michalpaszkiewicz.co.uk/blog/
182,https,//www.anishathalye.com/
183,https,//www.anishathalye.com/2018/04/03/macbook-touchscreen/
184,https,//www.anishathalye.com/2019/12/12/constraint-based-graphic-design/
185,https,//www.anishathalye.com/2016/12/26/micro-wwvb/
186,https,//www.michael1e.com
187,https,//medium.com/@corporatebullies
188,https,//geewaan.netlify.com/
189,https,//geewaan.netlify.com/index.xml
190,https,//osaatcioglu.netlify.com/posts/accepting-failure/
191,https,//www.robinwieruch.de/blog
192,https,//pct.adventuresnotvacations.com
193,https,//adequate.life
194,https,//gainedin.site
195,https,//stucky.tech/now
196,https,//bennettnotes.com/
197,https,//www.bennettnotes.com/post/obsessed-with-success-and-prestige/
198,https,//www.bennettnotes.com/post/making-money-out-of-every-hobby/
199,https,//www.bennettnotes.com/post/where-are-all-the-exciting-software-engineer-jobs/
200,https,//annoying.technology
201,https,//annoying.technology/index.xml
202,https,//ImpossibleHQ.com
203,https,//impossiblehq.com/an-unexpected-ass-kicking/
204,https,//matthewhoelter.com/blog/
205,https,//matthewhoelter.com/2018/09/18/deploying-ruby-on-rails-for-ubuntu-1804.html
206,https,//matthewhoelter.com/2019/10/21/how-to-setup-https-on-your-local-development-environment-localhost-in-minutes.html
207,https,//www.kelvinjiang.com/
208,https,//www.kelvinjiang.com/2010/10/currency-arbitrage-in-99-lines-of-ruby.html
209,https,//radoncnotes.com
210,https,//www.ryankemper.io/post/2020-02-29-debugging/
211,https,//alicegg.tech/
212,https,//alicegg.tech/2019/06/23/aes-cbc.html
213,https,//alicegg.tech/2020/01/03/solitaire.html
214,https,//alicegg.tech/2019/03/09/gobdd.html
215,https,//carlmungazi.com
216,https,//careersjs.com/magazine/javascript-job-queue-microtask
217,https,//www.malgregator.com/post/key-management/
218,https,//www.malgregator.com/post/the-future-of-malware/the-future-of-malware/
219,https,//www.malgregator.com/post/vault-authentication-with-yubikey/
220,https,//blog.paulhankin.net
221,https,//blog.paulhankin.net/fibonacci/
222,https,//blog.paulhankin.net/fibonacci2/
223,https,//blog.paulhankin.net/fibonacci_doubling/
224,https,//blog.paulhankin.net/littlemancomputer/
225,https,//en.wikipedia.org/wiki/Little_man_computer
226,https,//blog.paulhankin.net/lmc/lmc.html
227,https,//bayesianneuron.com/
228,https,//vladfeinberg.com/
229,https,//vladfeinberg.com/2019/12/01/metaphysics-of-causality.html
230,https,//vladfeinberg.com/2020/01/05/stop-anytime-multiplicative-weights.html
231,https,//artminnow.com
232,https,//deadvoles.wordpress.com/
233,https,//www.janmeppe.com/
234,https,//www.janmeppe.com/blog/regex-for-noobs/
235,https,//www.janmeppe.com/blog/Leetcode-378/
236,https,//benovermyer.com/post/my-breakfast-a-recipe-and-a-ritual/
237,https,//benovermyer.com/post/star-wars-galaxies-crafting/
238,https,//blog.ironarachne.com
239,https,//greaterdanorequalto.com/
240,https,//readbroca.com/
241,http,//www.andreykurenkov.com/writing/
242,https,//www.skynettoday.com/
243,https,//codeyarns.github.io/tech/
244,https,//twitter.com/codeyarns
245,https,//sidstechcafe.com
246,https,//sidthinks.com
247,https,//bartekci.substack.com
248,https,//bergie.iki.fi/
249,https,//bergie.iki.fi/blog/category/bestof/
250,https,//startizer.com/guide-to-landing-pages-part-1-the-foundations/
251,https,//e-dorigatti.github.io/
252,https,//e-dorigatti.github.io/feed.xml
253,https,//blog.isquaredsoftware.com
254,https,//blog.isquaredsoftware.com/series/idiomatic-redux/
255,https,//www.ignition-training.com/posts
256,https,//ignition-training.com/posts/elearning-wrong/
257,https,//chollinger.com/blog/
258,https,//chollinger.com/blog/2019/12/tensorflow-on-edge-building-a-smar-security-camera-with-a-raspberry-pi/
259,https,//chollinger.com/blog/2019/08/how-i-built-a-tiny-real-time-telematics-application-on-aws/
260,https,//chollinger.com/blog/2020/02/how-a-broken-memory-module-hid-in-plain-sight-and-how-i-blamed-the-linux-kernel-and-two-innocent-hard-drives/
261,https,//bfontaine.net/blog/
262,https,//medium.com/numbers-that-matter
263,http,//lengrand.fr/
264,https,//lengrand.fr/computer-vision-companies/
265,http,//www.isend.es/en/solutions/eddyeyes
266,https,//jmtd.net/
267,https,//hippiecritical.org/
268,https,//hippiecritical.org/newsletter/
269,https,//ejstembler.com
270,https,//peterklipfel.com
271,https,//danielonsecurity.com/
272,https,//myinternetprovidersuckssoihavetouseipv4.danielonsecurity.com/
273,https,//rafaelquintanilha.com
274,https,//rafaelquintanilha.com/how-to-become-a-bad-developer/
275,https,//rafaelquintanilha.com/react-testing-library-common-scenarios/
276,https,//rafaelquintanilha.com/how-to-reuse-logic-with-react-hooks/
277,https,//www.stavros.io
278,https,//sander.saares.eu/
279,https,//www.jeremiecoullon.com/
280,http,//moultano.wordpress.com
281,https,//moultano.wordpress.com/2013/08/09/logs-tails-long-tails/
282,https,//moultano.wordpress.com/2018/11/08/minhashing-3kbzhsxyg4467-6/
283,https,//moultano.wordpress.com/2019/10/02/why-do-companies-with-huge-resources-still-have-terrible-moderation/
284,https,//kontxt.io
285,https,//j11g.com/
286,https,//j11g.com/category/tech/
287,https,//zainrizvi.io
288,https,//zainrizvi.io/blog/how-to-setup-a-free-custom-domain-email-address/
289,https,//zainrizvi.io/blog/so-you-want-to-deep-work/
290,https,//zainrizvi.io/blog/a-more-beautiful-question-summary/
291,https,//www.smokingonabike.com/
292,https,//josh.works/archive
293,https,//josh.works/turing-backend-prep-01-intro
294,https,//timilearning.com/
295,https,//timilearning.com/posts/data-storage-on-disk/part-two/
296,https,//timilearning.com/posts/ddia/part-two/chapter-9-2/
297,https,//ultimatemachine.se
298,https,//andrewwerner.blog/
299,https,//justinsimoni.com
300,https,//stewfortier.com/
301,https,//www.stephendibart.com/blog
302,https,//meanbusiness.com
303,https,//meanbusiness.com/category/games/
304,https,//meanbusiness.com/category/cannabis/
305,https,//meanbusiness.com/category/teams/
306,https,//meanbusiness.com/category/analytics/
307,https,//guille.site
308,https,//bernsteinbear.com/blog
309,https,//davidyat.es
310,https,//davidyat.es/2016/09/08/gpu-passthrough/
311,https,//davidyat.es/2017/05/18/rss-nothing-better/
312,https,//davidyat.es/2017/09/01/vimwiki-plus-gollum/
313,https,//me.m01.eu/
314,https,//govtjobsguide.in/
315,https,//govtjobsguide.in/govt-jobs/
316,https,//govtjobsguide.in/government-jobs-for-engineers/
317,https,//govtjobsguide.in/govt-jobs-for-ca/
318,https,//govtjobsguide.in/govt-jobs-for-mba/
319,https,//thebigg-v3.tumblr.com/
320,https,//thebigg-v3.tumblr.com/post/187168118243/ai-thoughts-and-rants
321,https,//thebigg-v3.tumblr.com/post/143220291428/i-created-a-mac-app
322,https,//thebigg-v3.tumblr.com/post/125386254048/enums-a-boolean-type-on-steroids
323,https,//blog.adrianistan.eu
324,https,//rolisz.ro/
325,https,//rolisz.ro/2013/04/18/neural-networks-in-python/
326,https,//rolisz.ro/2016/08/01/how-to-make-a-selfie-time-lapse-video/
327,https,//rolisz.ro/2020/03/01/web-crawler-in-rust/
328,https,//NeoSmart.net/blog/
329,bookmarklet.html,
330,https,//meagher.co
331,https,//meagher.co/mute-vc/
332,https,//meagher.co/incremental-blog/
333,https,//meagher.co/paid-software/
334,https,//nullspin.com
335,https,//mysticgrail.com
336,https,//www.tenproblems.com
337,http,//mlpowered.com/
338,https,//mlpowered.com/posts/how-to-solve-90-nlp/
339,https,//mlpowered.com/posts/image-search/
340,https,//mlpowered.com/book/
341,http,//hardmath123.github.io
342,http,//casualwalker.com/category/tech-events
343,http,//casualwalker.com/category/travel-places
344,http,//casualwalker.com/category/culture-arts
345,http,//casualwalker.com/category/indian-temples
346,https,//folcon.github.io
347,https,//getaclue.me
348,https,//github.com/christian-fei/Simple-Jekyll-Search
349,https,//michaelbrooks.co.uk
350,https,//michaelbrooks.dev
351,http,//owensoft.net/
352,https,//acercadelaeducacion.com.ar
353,https,//alvarmaciel.gitlab.io/cyberiada
354,https,//staysaasy.com/
355,https,//bobbydreamer.com/
356,https,//dimitarmisev.com/blog
357,https,//dimitarmisev.com/blog/iceland
358,https,//www.conradakunga.com/blog/
359,https,//www.charlieharrington.com/
360,https,//www.charlieharrington.com/escaping-web-season-one-retrospective
361,https,//www.charlieharrington.com/afternoon-with-arduino
362,https,//www.charlieharrington.com/novels-with-libraries
363,https,//sheep.horse/
364,https,//sheep.horse/2016/6/a_website_manifesto_-_introducing_sheep.horse.html
365,https,//sheep.horse/tagcloud.html
366,https,//andrewnc.github.io/blog/blog.html
367,https,//petermolnar.net
368,https,//filipesilva.me/blog
369,http,//theprogrammersparadox.blogspot.com/
370,https,//leerob.io/blog
371,https,//leerob.io/dashboard
372,https,//www.therror.com/
373,http,//hjerpbakk.com
374,https,//blog.gingerlime.com
375,https,//tpaschalis.github.io
376,https,//tpaschalis.github.io/vim-go-setup/
377,https,//tpaschalis.github.io/schemas-event-sourcing/
378,https,//www.thomasjost.com
379,https,//blog.nytsoi.net/
380,https,//chaoxuprime.com/blog.html
381,https,//medium.com/build-ideas
382,https,//medium.com/build-ideas/in-pursuit-of-a-lost-childhood-a-diy-story-of-my-bookshelf-speakers-hi-fi-music-system-2cb6e2a020e2
383,https,//php.watch
384,https,//principal-it.eu/blog.html
385,https,//b.nfd.moe
386,https,//techinch.com
387,https,//capiche.com/e
388,https,//capiche.com/e/software-inflation-rate
389,https,//mentalpivot.com
390,https,//mentalpivot.com/book-notes-tiny-habits-by-bj-fogg/
391,https,//miscdotgeek.com
392,https,//twobithistory.org
393,https,//www.monades.dev/
394,https,//www.monades.dev/tags/xnix/
395,https,//www.monades.dev/get-to-know-the-actor-model/
396,https,//www.monades.dev/notes-on-linear-transformations/
397,https,//dave.autonoma.ca/blog/
398,https,//blog.agney.dev
399,https,//blog.agney.dev/effective-meetings/
400,https,//blog.agney.dev/pomodoro-on-pip/
401,https,//www.pieterboerboom.nl/consistency/
402,https,//www.pieterboerboom.nl/scientist/
403,https,//www.pieterboerboom.nl/quotes/
404,https,//medium.com/exploring-wisdom-unschooling-and-world-schooling
405,https,//medium.com/@evankozliner
406,https,//github.com/jdrch/Hardware
407,https,//sdan.io/subscribe
408,https,//sdan.io/blog
409,https,//sdan.io/subscribe
410,https,//janma.tk/
411,https,//janma.tk/2018-11-11/os-xen-001/
412,https,//janma.tk/2019-10-13/systemd-nspawn/
413,https,//dev.dictummortuum.com/
414,https,//fromtoschool.com
415,https,//fromtoschool.com/why-most-programming-tutorials-are-so-hard-to-understand-and-a-solution-to-this-problem/
416,http,//asemic-horizon.com
417,https,//st.im
418,https,//pagefault.se/
419,https,//aspdotnet.dev/
420,https,//arcane.blog/
421,https,//blog.yakware.com/
422,https,//nickjanetakis.com/blog/
423,https,//www.tarasmatsyk.com/posts/1-how-to-start-a-blog-in-2-hours/
424,https,//medium.com/@tarasmatsyk
425,https,//fredwu.me/
426,https,//szymonkrajewski.pl
427,https,//szymonkrajewski.pl/why-should-you-return-early/
428,https,//szymonkrajewski.pl/why-you-should-use-array-functions-instead-of-basic-loops/
429,https,//travelstatsman.com/
430,https,//www.sivv.io
431,https,//medium.com/@soatok/defeating-coordinated-inauthentic-behavior-at-scale-a872badf721
432,https,//billwadge.wordpress.com
433,http,//www.mooreds.com/wordpress/
434,https,//letterstoanewdeveloper.com/
435,https,//www.friendlyskies.net/intj
436,https,//ferrucc.io
437,https,//blog.phuaxueyong.com
438,https,//lucasbecker.de/
439,https,//lucasbecker.de/posts/de-aspect-your-digital-negatives
440,https,//bartoszkrajka.com/
441,https,//bartoszkrajka.com/2019/04/17/how-to-communicate-in-it-extreme-visibility/
442,http,//youtube.com/natekontny
443,http,//ninjasandrobots.com
444,http,//medium.com/@natekontny
445,https,//utkuufuk.com
446,http,//utkuufuk.com/2020/03/28/grocery-scraping/
447,http,//utkuufuk.com/2020/03/20/trello-project-manage/
448,https,//www.folj.com/
449,https,//jesseevers.com
450,https,//jesseevers.com/instinctual-politics/
451,https,//bram.dingelstad.xyz
452,https,//renatello.com/
453,https,//renatello.com/running-pace-calculator/
454,https,//renatello.com/components/heroes/
455,https,//unintendedconsequenc.es/
456,https,//leahandneil.com/
457,https,//www.nishanpantha.com.np/mind-cave/
458,https,//blog.torchnyu.com/
459,https,//codersteve.dev/post/
460,https,//blog.winricklabs.com/(02-17-2020)---efficient-data-structures-for-mmo-game-backends-in-java.html
461,https,//gansai.blogspot.com
462,http,//mtsolitary.com
463,https,//thiebaut.dev/
464,https,//jesperreiche.com/blog/
465,https,//johnfraney.ca
466,https,//afnan.io
467,https,//afnan.io/posts/introducing-oars/
468,https,//bytecellar.com
469,https,//pomb.us/
470,https,//pomb.us/build-your-own-react/
471,https,//twitter.com/pomber/status/1246080226779631618
472,http,//omniorthogonal.blogspot.com/
473,http,//omniorthogonal.blogspot.com/search?q=lisp
474,https,//ronrivers.com
475,https,//www.jjude.com
476,https,//www.dannyguo.com/blog
477,https,//rednafi.github.io/digressions/
478,https,//aware7.de/blog
479,https,//aware7.de/en/blog
480,https,//medium.com/@andzwa
481,https,//teamsuccess.io/UX
482,https,//teamsuccess.io/remoteteam
483,https,//teamsuccess.io/risk
484,https,//davefernig.com
485,https,//siliconflorist.com/
486,https,//blog.kovah.de/en/
487,https,//muvaf.com
488,https,//notes.neeasade.net
489,https,//www.thecomputation.com
490,https,//shadowfacts.net/
491,https,//shadowfacts.net/2019/reincarnation/
492,http,//o19s.com/doug
493,https,//areoform.wordpress.com
494,https,//darekkay.com/
495,https,//dashboard.darekkay.com/docs/blog/
496,http,//liza.io
497,https,//www.towardssoftware.com
498,https,//lovebloodrhetoric.com/2019/05/08/writing-the-fight-roundup/
499,https,//rpiai.com
500,https,//nichesaas.co
501,https,//www.solipsys.co.uk/rss.xml
502,https,//deostroll-thoughts.blogspot.com
503,https,//darrendevitt.com/
504,https,//a3nm.net/blog
505,https,//poseurtocomposer.postach.io/
506,https,//bobbyjack.me/
507,https,//littlegreenviper.com/miscellany/
508,https,//medium.com/chrismarshallny
509,https,//www.kharekartik.dev/
510,https,//mitchum.blog/
511,https,//mitchum.blog/game-tutorials/
512,https,//smirnov-am.github.io/
513,https,//c128.se
514,https,//zaiste.net/programming/
515,https,//blog.nodraak.fr/2019/06/free-return-trajectory-1-flying-to-the-moon-with-apollo/
516,https,//annihilatormodule.com
517,http,//muratbuffalo.blogspot.com
518,https,//datastream.substack.com/
519,https,//abhyrama.com/
520,https,//medium.com/open-factory
521,https,//medium.com/ing-blog/tech/home
522,https,//www.yoranbrondsema.com/
523,https,//boyter.org
524,https,//marcolabarile.me
525,https,//marcolabarile.me/notes
526,https,//blog.bytequalia.com
527,http,//jeffrey.io/writings.html
528,https,//toddbryant.dev
529,https,//curious.gent/
530,https,//djhworld.github.io/
531,https,//nikhilism.com
532,https,//blog.basilgohar.com
533,https,//blog.basilgohar.com/2006/01/14/welcome-to-hidayahtech/
534,https,//blog.basilgohar.com/?s=programming
535,https,//blog.basilgohar.com/tag/development/
536,https,//blog.basilgohar.com/2006/11/06/the-heroic-story-of-the-recovery-of-a-crashed-laptop-with-a-corrupted-hard-drive/
537,https,//blog.basilgohar.com/2006/10/22/classic-gaming-bbs-doorsgames/
538,https,//blog.basilgohar.com/tag/free-software/
539,https,//blog.basilgohar.com/2020/01/06/laptop-oems-make-a-proper-high-end-amd-laptop/
540,http,//jasonkuperberg.com/journal.html
541,http,//www.sujayskumar.com
542,https,//mrkaran.dev/
543,https,//mrkaran.dev/index.xml
544,https,//www.howtojeremy.com/aws-terraform-static-website
545,https,//jasmcole.com
546,https,//www.000fff.org
547,http,//wyounas.com
548,http,//pythontraininghq.com
549,https,//jmmv.dev/
550,https,//multiplexedmusings.com/2020/04/06/remote-work-a-manual-for-humans/
551,https,//www.jakerobers.com/
552,https,//karma-engineering.com/lab/wiki/TitleIndex
553,https,//jpc.dev
554,https,//kimpremlall.wixsite.com/softwaredevblog
555,https,//blog.xthreen.net
556,https,//artistdetective.wordpress.com
557,http,//popularculturegaming.com/
558,http,//tito.co
559,https,//junglecoder.com
560,https,//fuzzyblog.io/blog/
561,https,//www.covidnearme.org/
562,https,//letsmeetin.space
563,https,//blog.ovalerio.net
564,http,//www.philipzucker.com/
565,https,//twitter.com/SandMouth
566,https,//coolshit.substack.com/
567,https,//why.degree/
568,https,//admcpr.com
569,https,//philipkiely.com/essays
570,http,//blog.adanansiddiqi.me/?ref=HN
571,https,//www.kevinpeters.net/articles/
572,https,//www.gkogan.co/blog/
573,https,//joecmarshall.com/
574,https,//formcake.com
575,https,//stronglyagainst.com/
576,https,//performanceengineeringin.wordpress.com/
577,https,//www.bitecodingbits.com/
578,https,//usehooks.com
579,https,//skuth.us/
580,https,//silentdonor.com/silent-donor-blog/
581,https,//dbadminnews.substack.com/
582,http,//cushychicken.github.io/
583,https,//cs-syd.eu
584,https,//theandrewbailey.com/
585,http,//iftheshoefritz.com
586,https,//wwww.comeet.me/blog
587,https,//vorpalhex.com
588,https,//cyberglads.com/
589,https,//silentwolf.com
590,https,//requestmetrics.com/
591,http,//therecklesschoice.com
592,https,//vanwa.ch
593,https,//vanwa.ch/software/ecload/
594,https,//diff.blog
595,https,//www.niklassundbaum.com/
596,https,//www.westby.io/blog/
597,https,//medium.com/@matthagy
598,https,//matthagy.com
599,https,//www.theoryofball.com/
600,http,//www.fmjlang.co.uk/blog/Blog.html
601,https,//parallelthoughts.xyz
602,https,//the-cogitator.com/posts/blog/
603,http,//schroer.ca
604,https,//www.adaltas.com
605,https,//nts.strzibny.name/
606,https,//nts.strzibny.name/feed.xml
607,https,//programmerbackpack.com/
608,https,//startupsoflondon.com
609,https,//javilopezg.com
610,http,//beza1e1.tuxen.de/blog_en.html
611,https,//www.thoughtexperiments.net/
612,https,//www.brainstobytes.com/
613,https,//miguelmota.com/
614,http,//prog.re/blog/
615,http,//codingbbq.github.io
616,http,//robotoverlordmanual.com/
617,http,//diydsp.blogspot.com
618,https,//tonmoy18.github.io/riscv-cpu-blog/
619,https,//coil.com/u/tagawa
620,http,//onnlucky.com
621,https,//www.jasonshen.com
622,https,//www.jasonshen.com/2019/long-hours-are-bs/
623,https,//www.jasonshen.com/2017/ridejoy-lessons-learned/
624,https,//www.jasonshen.com/2016/beyond-the-10000-hour-rule/
625,https,//www.jasonshen.com/2011/gymnastics-lessons-overcoming-fear/
626,https,//wa9ace.net
627,https,//refruity.xyz/
628,https,//try.popho.be
