,keyword,dbpedia_score
135,imam_hussain,1.0
136,match_box,0.5
137,resin,1.0
138,visit,0.5
139,pan_region,1.0
140,buchanan,0.6296296296
141,yeh,0.0
142,tribal_group,0.8333333333
143,sedam,0.8
144,curri,0.375
145,two_tier,1.0
146,alwar_district,1.0
147,amar,0.4
148,jiban,0.3333333333
149,balkh,0.7777777778
150,dozen,1.0
151,breast_stroke,0.0
152,civil_line,1.0
153,e_p,0.5
154,steb,0.625
155,forcep,0.0
156,baboo,0.6666666667
157,pommel,1.0
158,plane_mirror,0.0
159,pension,0.5
160,quick_lime,0.25
161,near_vision,0.25
162,eastern_coast,1.0
163,triangular_trade,0.8
164,protected,0.0
165,citadel,1.0
166,interim,1.0
167,cochin,0.8333333333
168,nicotin,0.4545454545
169,three_wheeler,0.0
170,condom,0.3333333333
171,cricket_world_cup,0.25
172,prasanna,0.2222222222
173,hi,0.3333333333
174,k_m,0.0
175,karlson,0.2857142857
176,union_jack,0.8
177,sakhi,0.0
178,bhutta,0.875
179,metric_system,1.0
180,constraint,1.0
181,internet_cafe,0.0
182,maldhari,1.0
183,william_bell_scott,0.6363636364
184,bump,0.0
185,canara,1.0
186,ghor,1.0
187,kali,0.5714285714
188,tsang_po,0.0
189,afraid,1.0
190,chat,1.0
191,live_wire,0.0
192,jodhpur,1.0
193,prime_minister,0.75
194,pavement,0.0
195,dravida,1.0
196,funaria,1.0
197,spin_wheel,0.0
198,wood_pulp,0.6666666667
199,kartal,1.0
200,pahadi,1.0
201,ti,0.125
202,black_soil,1.0
203,shikhara,1.0
204,packer’_‘circus,0.0
205,hare,0.0
206,dal_khalsa,1.0
207,north_africa,1.0
208,ammi,1.0
209,pluck,0.0
210,shalimar_garden,0.9
211,scolopendra,0.0
212,taang,0.2
213,muskmelon,0.3333333333
214,mp3,0.3333333333
215,mp3_player,0.375
216,amazon_forest,0.9090909091
217,pongal,0.5
218,mehrauli,1.0
219,tdp,1.0
220,sir_david_baird,0.1875
221,sri_lankan,0.4
222,oxfam,0.5833333333
223,oxfam_gb,0.5833333333
224,take_two,0.1428571429
225,mooga,0.0
226,handpump,0.8
227,mufti,0.8
228,slash_and_burn,1.0
229,rampur,0.8333333333
230,footwear,1.0
231,hopscotch,0.0
232,freedom_movement,1.0
233,invent,1.0
234,hazira,1.0
235,bordeaux,1.0
236,sea_water,0.75
237,direct_method,1.0
238,georg_simon_ohm,0.2857142857
239,cotton_seed,1.0
240,apricot,1.0
241,bhubaneshwar,1.0
242,sahara_desert,0.875
243,persever,0.0
244,violent,0.6666666667
245,skil,0.0
246,persian_wheel,0.5
247,serfdom,1.0
248,snail,0.3333333333
249,slow_down,0.0
250,catamaran,0.0
251,depot,1.0
252,freedom_of_speech,0.8
253,piano,0.5
254,pardesi,0.4
255,pyrenoid,0.0
256,shishir,1.0
257,d_j,0.5714285714
258,chess,0.5555555556
259,wolfgang,0.0
260,pellet,0.3333333333
261,tao,0.8
262,mountain_peak,1.0
263,milch,0.3846153846
264,sarojini_naidu,0.4375
265,trivandrum,0.7
266,cntl,0.0
267,him,0.0
268,ami,0.5
269,du,0.9
270,cpld,1.0
271,adanur,1.0
272,want,1.0
273,lorenz,0.52
274,clasen,1.0
275,shirt,0.6
276,analog,0.0
277,dog_run,1.0
278,koyna,1.0
279,ghata,0.25
280,victoria_fall,1.0
281,trade_barrier,1.0
282,tsarina_alexandra,0.3214285714
283,meander,1.0
284,brave,0.1304347826
285,babrala,1.0
286,mughal_rule,0.5
287,annual_growth,1.0
288,aam_papad,1.0
289,sabzi,1.0
290,gurudwara,0.75
291,gandhi_cap,0.5
292,spaghetti,0.5
293,nectar,0.8333333333
294,bandhavgarh,0.875
295,chipko_movement,0.8333333333
296,auction,0.6666666667
297,head_of_the_state,1.0
298,tetracyclin,0.2
299,greek_orthodox,0.6666666667
300,thermonuclear_fusion,0.4
301,fusion_reaction,0.4
302,okakura_kakuzo,0.4444444444
303,guru_tegh_bahadur,0.375
304,rohit,1.0
305,ymca,0.75
306,lamella,1.0
307,har_pal,0.3333333333
308,nitric,0.2
309,ashokan_pillar,0.8
310,whisker,0.25
311,deep_valley,0.1666666667
312,sir_muhammad_iqbal,0.44
313,muhammad_iqbal,0.44
314,nonus,0.0
315,self_esteem,1.0
316,bhadu,1.0
317,school_fee,0.5
318,yeah,0.0
319,pepper,0.6666666667
320,green_plant,1.0
321,maya,1.0
322,karnatak,0.6666666667
323,dweller,0.3636363636
324,gang,0.6666666667
325,buddhist_text,1.0
326,agronom,1.0
327,dara,1.0
328,thiruvananthapuram,0.7
329,peru,0.6363636364
330,rebound,1.0
331,n_b,0.0
332,cold_compress,1.0
333,dono,1.0
334,cosmopolitan,0.1666666667
335,meteor_shower,1.0
336,lift_pump,0.0
337,cervix,0.5
338,santa_clara_valley,1.0
339,mole,0.5
340,utopia,1.0
341,london_labour_and_the_london_poor,0.3333333333
342,ngu,1.0
343,partner,1.0
344,amelia_bloomer,0.3636363636
345,methanol,0.625
346,ill_treatment,0.4
347,leucoplast,0.6666666667
348,trick,0.2307692308
349,sub_inspector,0.8333333333
350,tanti,1.0
351,ten_thousand,1.0
352,mulk,0.375
353,haldia,1.0
354,homeland,0.1363636364
355,kankar,1.0
356,oct,0.4
357,ox_bow_lake,1.0
358,oru,1.0
359,matam,0.75
360,baba_farid,0.5833333333
361,croquet,0.3333333333
362,fisherwoman,1.0
363,pure_gold,0.5
364,northern_africa,1.0
365,belli,0.1428571429
366,h__c,1.0
367,upsid,0.75
368,migrant_labour,0.8
369,somnath,0.8333333333
370,sea_wave,1.0
371,union_list,1.0
372,stepp,0.1428571429
373,nambuthiri,1.0
374,harmandar_sahib,0.8
375,aranea,1.0
376,logo,1.0
377,chadwick,0.4444444444
378,pintail_duck,1.0
379,nigeria,0.8888888889
380,array,1.0
381,lava,0.6666666667
382,viramgam,1.0
383,headlight,0.3333333333
384,soak,1.0
385,whoop,0.0
386,set_up,0.2222222222
387,nuclear_weapon,0.5
388,fashion_week,1.0
389,demo,0.5
390,gin_mill,0.6
391,new_earswick,0.75
392,interact,0.3333333333
393,owner,0.5
394,weep,0.0
395,bringa,1.0
396,gangaikondacholapuram,0.8333333333
397,health_check,1.0
398,uphold,1.0
399,st_petersburg,0.7777777778
400,rajanikanta,0.0
401,bardoloi,0.1428571429
402,kalhana,0.8
403,entertain,1.0
404,rishi,0.5
405,nayar,1.0
406,ladyland,1.0
407,common_carp,0.3333333333
408,hoe,1.0
409,smash,0.1333333333
410,houseboat,0.6666666667
411,shoulder_bone,0.0
412,bhagwan,0.6666666667
413,w_w,1.0
414,cut_off,0.75
415,lactic_acid,0.5
416,khabar,1.0
417,eka–boron,0.5
418,indian_fijian,1.0
419,jabalpur,0.2
420,hodson,0.2727272727
421,flaki,1.0
422,chakravartin,1.0
423,labour_cost,0.6666666667
424,thyroxin,0.0
425,virji_vora,0.6666666667
426,long_live_the_revolution,0.2
427,promis,0.5
428,cure,0.1111111111
429,militaris,1.0
430,idol_worship,0.5
431,pyjama,0.6666666667
432,hoa_hao,1.0
433,manka,1.0
434,saurashtra,1.0
435,lauki,0.8095238095
436,night_sky,1.0
437,central_highland,1.0
438,fallopian_tube,0.0
439,british_parliament,0.8
440,leg_kick,1.0
441,ocean_crust,1.0
442,chromatin,0.0
443,rk_laxman,0.2857142857
444,urchin,0.0
445,owl,0.3333333333
446,kitab,0.5
447,madhuca_indica,0.5
448,corn_law,0.7
449,west_java,0.5
450,field_event,0.3333333333
451,vithal,0.6
452,heroor,1.0
453,barb_wire,0.1111111111
454,super,0.1875
455,zilla_parishad,1.0
456,hugh,0.5714285714
457,gandhi_jayanti,0.75
458,wavi,0.4
459,north_east_india,1.0
460,mirabeau,0.4444444444
461,orthodox_jew,1.0
462,handkerchief,0.5
463,sekar,1.0
464,alpha_1,0.0
465,rajasthani,1.0
466,mewar,0.875
467,girangaon,0.6666666667
468,diamond_sutra,0.3333333333
469,imperialist,1.0
470,jane_fonda,0.1714285714
471,placer_deposit,1.0
472,cossa,0.0
473,nd,0.8
474,nkvd,0.8333333333
475,barbet,0.25
476,thulasi,1.0
477,prinsep,0.3
478,low_hill,1.0
479,carpel,0.75
480,peepal_tree,0.7058823529
481,harichandra,1.0
482,biological,1.0
483,aluminium_wire,0.6666666667
484,mar,0.0
485,berth,0.0
486,tibeto_burman,1.0
487,pistol,0.0
488,pehl,0.0
489,paik,0.0
490,no_1,1.0
491,venezuela,0.75
492,long_tail,1.0
493,water_day,0.7777777778
494,ascar,0.0
495,white_hall,0.6
496,flamingo,0.0
497,fossil_fuel,1.0
498,televisor,0.8
499,diphtheria,0.0
500,wind_vane,0.5
501,convict,1.0
502,kurnool,0.5
503,vivian,0.4285714286
504,purs,0.5
505,ulva,1.0
506,targeted,0.0
507,burr,0.5
508,still,0.3333333333
509,kaokoland,0.75
510,keshav,0.3333333333
511,idealis,1.0
512,aur_hum,0.2
513,flemish_region,0.8
514,earth_day,0.4285714286
515,seacoast,0.5714285714
516,upthrust,1.0
517,murshid_quli_khan,0.3333333333
518,kirt,1.0
519,karna,1.0
520,dire,0.5
521,poverty,1.0
522,aparigraha,1.0
523,shiwalik,1.0
524,leopard,0.625
525,social_order,0.5
526,coal_mine,1.0
527,polyatom,0.0
528,great_wall,1.0
529,prick,1.0
530,prussia,0.6
531,spinach,0.5
532,soap_water,0.6
533,bundelkhandi,0.8
534,sound_board,0.0
535,militia,0.75
536,yatra,1.0
537,fiji,0.9
538,right_circular_cone,0.0
539,nammalvar,0.0
540,cauveri,1.0
541,lobbyist,0.75
542,prayaga,0.7142857143
543,sciatica,0.0
544,pollen_grain,0.8
545,consist,0.5
546,sahyadri,1.0
547,cruikshank,0.2666666667
548,dhyana,0.5
549,nepenthes,1.0
550,pranab,1.0
551,ent_surgeon,1.0
552,surgeon,0.0
553,primogenitur,1.0
554,flick,1.0
555,alon,0.2
556,open_championship,0.1666666667
557,west_irian,1.0
558,reign_of_terror,0.6666666667
559,golla,1.0
560,thatch_roof,0.8571428571
561,safe_place,0.0
562,st_jacob,0.4
563,blood_vessel,0.0
564,oil_cake,1.0
565,shisham,0.6
566,water_pipe,1.0
567,bluegreen_alga,0.0
568,meen,0.5
569,canker,1.0
570,saturday,1.0
571,western_art,1.0
572,pill,1.0
573,newcom,0.5
574,voters’_list,1.0
575,chahta,1.0
576,soft_iron,0.5
577,doctors,1.0
578,absente,0.0
579,sirajuddaulah,0.6666666667
580,hajo,0.6666666667
581,rasa_lila,0.9
582,cold_weather,1.0
583,bewar,1.0
584,world_food_day,0.6666666667
585,swarajya,1.0
586,punjabi,0.8888888889
587,british_queen,0.3333333333
588,scout,0.75
589,sabarmati_river,1.0
590,obes,0.1666666667
591,martin_luther_king_jr,0.3703703704
592,robben_island,1.0
593,french_indo_china,0.6666666667
594,half_chord,0.0
595,legal_framework_order,1.0
596,nawab_of_bengal,1.0
597,bio_mass,1.0
598,nuclear_power_reactor,0.375
599,station_master,0.0
600,refuge,1.0
601,hunter_gather,0.8333333333
602,gdp,1.0
603,grammar,1.0
604,class_mark,0.0
605,macedonia,0.75
606,season_5,1.0
607,black_ant,1.0
608,silver_fox,0.6666666667
609,s_land,0.75
610,jamun,1.0
611,vaishya,0.8
612,2d,1.0
613,tarnish,0.75
614,chauri_chaura,1.0
615,fatwa,1.0
616,vandemataram,0.5
617,beaker,0.0
618,prithviraj_chauhan,0.5555555556
619,monday,1.0
620,alluri_sitarama_raju,1.0
621,sir_john_simon,0.125
622,shear,0.5
623,jagirdari,1.0
624,compact,0.25
625,boycott,1.0
626,argument,0.75
627,greenish_blue,0.0
628,peda,1.0
629,sound_wave,0.75
630,hand_rule,1.0
631,commit,0.5
632,bandag,0.2
633,sprinkler,1.0
634,wolf,0.4166666667
635,rishra,1.0
636,lenin_shipyard,0.3333333333
637,geo,0.3333333333
638,sultan_suleyman,0.5555555556
639,aerial_survey,0.6666666667
640,chandala,1.0
641,nkrumah,0.4838709677
642,ahar,1.0
643,malayalam,1.0
644,forest_floor,1.0
645,samachar,0.0
646,chandrika,1.0
647,gana_sangha,1.0
648,wed,1.0
649,poach,1.0
650,pheasant,0.0
651,contus,0.5
652,mami,0.5
653,mamandur,1.0
654,glycerin,0.5
655,nankana_sahib,1.0
656,kharagpur,1.0
657,bardoli,1.0
658,humayun,0.3333333333
659,decibel,0.0
660,boz,1.0
661,triangular,0.0
662,papua_new_guinea,0.7777777778
663,tidal_stretch,1.0
664,river_neva,0.8
665,placenta,0.3333333333
666,eras,0.0
667,stomach_ulcer,0.3333333333
668,drum_beat,0.0
669,circuit_breaker,1.0
670,addict,0.6666666667
671,udagamandalam,1.0
672,night_time,1.0
673,tang,1.0
674,back_bay,0.8
675,marijuana,0.5555555556
676,abdomen,0.3333333333
677,homestead,1.0
678,carlo,0.45
679,churn,0.0
680,west_virginia,0.5
681,glandular_epithelium,0.0
682,racism,0.6666666667
683,black_buck,0.5
684,kirgiz,0.7777777778
685,kais,0.0
686,dutta,1.0
687,ulothrix,0.0
688,pir,0.7142857143
689,power_ship,0.0
690,begum_of_bhopal,1.0
691,tread,1.0
692,bind,0.875
693,run_water,0.0
694,earth_s_crust,1.0
695,abul_kalam_azad,0.5789473684
696,tuesday,1.0
697,from_the_sea,0.0
698,harding,0.4
699,curtain,1.0
700,outreach,1.0
701,moran,0.6
702,brood_pouch,0.0
703,chickenpox,0.2
704,scooter,0.1666666667
705,lal_mahal,0.3333333333
706,cowpea,0.6666666667
707,labour_movement,1.0
708,cock,0.6666666667
709,hatta,0.5
710,arena,1.0
711,poil,1.0
712,sengupta,0.1666666667
713,dhak,0.75
714,white_eye,0.0
715,buck,0.0
716,maximum_retail_price,1.0
717,sangai,0.5
718,dada,0.8333333333
719,ecotour,1.0
720,pepsin,0.0
721,hot_water,0.6666666667
722,water_spring,1.0
723,other_backward_class,1.0
724,datura,0.8333333333
725,mini,0.1111111111
726,mediterranean_region,0.7333333333
727,coal_miner,1.0
728,sesamum,0.0
729,ajith,0.1111111111
730,ninan,1.0
731,scyth,0.8571428571
732,cabinet_mission,0.6666666667
733,turani,0.5
734,gharana,1.0
735,low_carbon,0.8333333333
736,sunspot,0.5
737,mast,0.0
738,bore_well,1.0
739,ghaghara,1.0
740,chickpea,0.5
741,insat,1.0
742,watr,0.25
743,kashipur,1.0
744,gods,1.0
745,jackal,0.1666666667
746,kesari,0.4
747,fish_farm,1.0
748,bandhara,0.6666666667
749,jet_plane,0.0
750,pod,0.75
751,hoga,1.0
752,rope,0.75
753,dark_night,0.25
754,void_deck,1.0
755,salal,0.9166666667
756,sial,1.0
757,khambat,1.0
758,goebbel,0.4324324324
759,samata,1.0
760,masol,0.2727272727
761,mous,1.0
762,extent,1.0
763,mui,0.1666666667
764,timur,0.8
765,plutonium,0.5714285714
766,low_wage,0.0
767,vitamin_k,0.0
768,h_s,0.5
769,gibson,0.1111111111
770,cross_cut,0.6666666667
771,aceton,0.2857142857
772,purana_qila,1.0
773,seed_leaf,1.0
774,stopwatch,0.0
775,champaran,1.0
776,up_boy,0.3333333333
777,charan_raj,0.25
778,ibf,0.0
779,coca_cola,0.375
780,sant_kabir,0.4666666667
781,djinn,0.625
782,fair_trial,1.0
783,greek_god,1.0
784,madhuca,0.0
785,attock,1.0
786,seismograph,0.4
787,netherland,1.0
788,yadu,0.5
789,ghazzali,1.0
790,medal,0.3333333333
791,imprison,1.0
792,market_survey,1.0
793,extra_curricular,1.0
794,seep,0.8571428571
795,three_point,0.75
796,vinegar,0.6666666667
797,leech,0.0
798,khandesh,1.0
799,collagen,0.4285714286
800,mawsynram,1.0
801,world_map,1.0
802,baran_district,0.6666666667
803,ballabhgarh,0.8333333333
804,cul_de_sac,0.75
805,gramdan,0.7142857143
806,limpopo,0.6666666667
807,amphetamin,0.4615384615
808,andrea,0.5
809,rebmann,0.4285714286
810,safranin,0.1428571429
811,premier,0.0
812,tendon,0.0
813,regret,1.0
814,terror,0.6666666667
815,scream,0.1538461538
816,myopic,0.25
817,mitochondrion,0.3333333333
818,bohemia,0.6
819,pac,1.0
820,pantulu,0.3333333333
821,fair_play,0.1818181818
822,hopeless,0.0
823,kandla,0.6666666667
824,burqa,0.5555555556
825,napoleon_bonapart,0.4444444444
826,micro_nutrient,1.0
827,surat,0.7142857143
828,kadi,1.0
829,jnaneshwar,0.4545454545
830,control_knob,1.0
831,puran,1.0
832,ganga_river,1.0
833,british_council,0.5555555556
834,indi,0.6666666667
835,g_c,0.25
836,barn,1.0
837,alag,0.3333333333
838,academi,0.4666666667
839,jug,1.0
840,irishman,1.0
841,reichstag,0.8
842,victorian_britain,1.0
843,hunsgi,1.0
844,reindeer,0.3333333333
845,phase,0.5
846,marker,1.0
847,mithankot,1.0
848,hurri,0.6666666667
849,kinet,0.3076923077
850,pseudopod,0.0
851,knee_pain,0.0
852,nter,0.0
853,ionic,0.6666666667
854,strang,0.6666666667
855,tarik,0.0
856,deep_lake,1.0
857,pyre,1.0
858,abul_fazl,0.5454545455
859,nuclear_power,0.8
860,kanpur,0.5
861,madgaon,1.0
862,ranthambhor,0.75
863,scale_factor,1.0
864,vishvamitra,0.0
865,bed_sheet,0.6666666667
866,kudremukh,1.0
867,food_colour,1.0
868,red_planet,0.3076923077
869,hand_span,0.6666666667
870,checker,0.25
871,short_hand,1.0
872,thermo,0.5
873,col,1.0
874,polar_region,1.0
875,shudra,1.0
876,upset,1.0
877,honour,0.5
878,local_wind,1.0
879,dutt,0.4444444444
880,annex,1.0
881,concord,0.6666666667
882,beater,0.25
883,hockey_field,0.6
884,yama,1.0
885,vitamin_b3,0.25
886,imli,0.6666666667
887,queen_ant,0.6666666667
888,turk,0.5
889,cinema_poster,1.0
890,fermat,0.4545454545
891,guru_nanak_s_birthday,1.0
892,qandahar,0.8571428571
893,bakhshi,1.0
894,thiru__vi__ka,0.2222222222
895,toss_a_coin,0.75
896,recip,1.0
897,raju,1.0
898,sweep,0.25
899,kilowatt_hour,1.0
900,sea_cave,1.0
901,death_rate,1.0
902,holkar,1.0
903,ander,1.0
904,compass,0.6666666667
905,kho_kho,0.75
906,arghun,0.6
907,ip,0.0
908,ir,0.0
909,black_reaction,0.25
910,mandavi,0.0
911,desert_fox,0.1428571429
912,aai,0.8333333333
913,mey,1.0
914,a__mellifera,0.6153846154
915,root_hair,1.0
916,uss,1.0
917,scribe,1.0
918,idea,0.8571428571
919,ping_pong,0.75
920,veg,1.0
921,euthanasia,0.8333333333
922,mahant,0.5
923,wangari_maathai,0.5151515152
924,mahendragiri,1.0
925,manigramam,1.0
926,pahari,0.6
927,wise,0.4545454545
928,zoji_la,1.0
929,kanyadan,0.3333333333
930,plunder,1.0
931,fresh_water,0.6666666667
932,han,1.0
933,oerst,0.4
934,health_hazard,1.0
935,nucleoid,0.0
936,ghaggar,1.0
937,treblinka,0.5
938,complement,1.0
939,node,1.0
940,complain,0.5
941,kota,1.0
942,kandariya_mahadeva,0.6666666667
943,weld,0.0
944,mango_tree,0.6
945,hetero_atom,0.0
946,meso,0.0
947,tracheid,1.0
948,soyabean,0.625
949,mollusc,0.3333333333
950,virus,0.5
951,yogasana,1.0
952,carat,1.0
953,hairpin,0.0
954,semi_arid,1.0
955,semi_arid_region,1.0
956,parad,0.0
957,fall_line,0.0
958,suburban_railway,0.0
959,mainz,0.8181818182
960,scolex,0.0
961,rasamanjari,0.0
962,ho_chi_minh_trail,1.0
963,zikr,0.75
964,swadeshi_movement,1.0
965,vand,0.0
966,mataram,0.8
967,overweight,1.0
968,name_of_father,0.4705882353
969,burma,1.0
970,heron,0.25
971,scottish_clan,1.0
972,hard_work,0.0
973,hydro_power_plant,1.0
974,coelenterata,0.5
975,kalbeliya,0.6
976,fetch,1.0
977,shujauddaulah,0.5
978,mamidi_tandra,1.0
979,gregor_johann_mendel,0.3888888889
980,munro,0.6666666667
981,peta,0.8
982,penicillium,0.0
983,inning,1.0
984,kalighat,0.5
985,baji_rao,1.0
986,end,0.0
987,long_tail_boat,0.5
988,cheltenham,0.8333333333
989,standard_form,1.0
990,puga,1.0
991,chintz,0.6666666667
992,port_hole,1.0
993,king_gyanendra,0.3076923077
994,kamal,0.3333333333
995,pariksha_guru,0.5
996,c_r,0.5
997,children,1.0
998,wellesley,0.2857142857
999,iqbal,0.44
1000,saradgi,0.3333333333
1001,folk,1.0
1002,power_plant,1.0
1003,liang_qichao,0.5
1004,godavari_river,1.0
1005,slag,0.625
1006,dinosaur,0.6666666667
1007,cesium,0.25
1008,pearl_spot,1.0
1009,tha,1.0
1010,ipl,0.0
1011,indian_rhino,0.7
1012,goi,0.4
1013,hcf,0.0
1014,exhibit,1.0
1015,jainism,0.6666666667
1016,rowlatt,0.0
1017,harvest_season,1.0
1018,tree_diagram,0.0
1019,social_movement,0.75
1020,hong,1.0
1021,call_in,0.5
1022,nail_polish,1.0
1023,deuterium,0.4
1024,mali,0.7857142857
1025,pelvic_bone,0.0
1026,check_dam,1.0
1027,common_krait,0.1666666667
1028,majoritarian,1.0
1029,samnyasa,0.6
1030,lous,0.1666666667
1031,rashtrapati_bhavan,1.0
1032,talia,0.1666666667
1033,lobia,0.6
1034,niagara,0.6
1035,start_point,1.0
1036,sez,0.75
1037,crispi,0.6153846154
1038,provision,0.0
1039,panchtantra,0.7
1040,tecton,0.5
1041,jersey,0.375
1042,vest,0.8
1043,welsh,0.9
1044,singapor,0.8421052632
1045,marina,0.0
1046,casuarina,0.4
1047,casuarina_tree,0.0
1048,chatter,1.0
1049,bharat_petroleum,0.6
1050,bengal_gram,0.5
1051,pride,0.0
1052,akashwani,0.3333333333
1053,rowlatt_act,0.25
1054,air_craft,1.0
1055,abu,0.0
1056,say,0.4444444444
1057,spaceship,0.6666666667
1058,sikh,0.8
1059,lodz,1.0
1060,wilhelm_ostwald,0.4444444444
1061,subscript,1.0
1062,chitpavan,0.6666666667
1063,dosa,1.0
1064,nose,0.6666666667
1065,turban,0.6
1066,river_nile,0.9090909091
1067,robert_darwin,0.2857142857
1068,anger,0.8
1069,conch,0.6666666667
1070,gaddi,1.0
1071,antedon,0.0
1072,dholak,0.2
1073,fateh,0.7
1074,darwaza,0.25
1075,plateau_region,0.6666666667
1076,digboi,1.0
1077,hong_xiuquan,0.5
1078,billion,1.0
1079,tawa_dam,1.0
1080,malabar_coast,1.0
1081,van_mahotsav,1.0
1082,bard,0.7647058824
1083,sardeshmukhi,1.0
1084,indian_peninsula,1.0
1085,hypha,0.0
1086,pond_ecosystem,1.0
1087,thailand,0.5714285714
1088,samburu,1.0
1089,petrol_pump,0.4
1090,petunia,0.75
1091,royal_bengal_tiger,0.75
1092,intercellular_matrix,0.0
1093,tidal_wave,1.0
1094,legal_right,0.9
1095,acid_test,0.75
1096,indiana,0.6666666667
1097,moss,1.0
1098,ottoman_turkey,0.9
1099,lackington,0.375
1100,abscissa,0.3333333333
1101,qatar,0.8666666667
1102,voltair,1.0
1103,cartwheel,1.0
1104,genu,0.0
1105,transoxiana,1.0
1106,ave,0.0
1107,world_record,1.0
1108,brick_wall,1.0
1109,virchow,0.3888888889
1110,psilocybin,0.3333333333
1111,sauc,1.0
1112,moonless_night,1.0
1113,defin,1.0
1114,raq,0.6666666667
1115,palashi,1.0
1116,sand_paper,0.0
1117,legend,1.0
1118,meghaduta,0.0
1119,ber,1.0
1120,catla,0.6666666667
1121,minicoy,0.8333333333
1122,winnipeg,0.5
1123,cough,0.25
1124,shaukat_ali,1.0
1125,kalaazar,0.2
1126,chi,1.0
1127,squid,0.6666666667
1128,orissa,0.6666666667
1129,hindawi,1.0
1130,ayumi,0.25
1131,sardar_vallabhbhai_patel,0.3888888889
1132,merino,0.25
1133,merino_sheep,0.25
1134,mosaic,0.9090909091
1135,daulat,0.3333333333
1136,british_kenya,1.0
1137,exil,0.0
1138,venu,0.0
1139,michael_henchard,0.4285714286
1140,singh_sabha,1.0
1141,bin,1.0
1142,charter,0.8
1143,special_camp,1.0
1144,rashtriya_ispat_nigam,0.6
1145,scientist,0.0
1146,tide,1.0
1147,grow_up,0.5
1148,uk,0.8421052632
1149,vatican,0.6842105263
1150,lungi,0.75
1151,monal,0.3333333333
1152,secundrabad,0.6666666667
1153,khanqah,1.0
1154,oil_gland,0.0
1155,trade_union,1.0
1156,gastric,0.0
1157,carbon_cation,0.0
1158,conquer,1.0
1159,agaria,1.0
1160,nair,1.0
1161,vellum,0.75
1162,denmark,0.7058823529
1163,name_of_india,1.0
1164,buddhacharita,1.0
1165,emil,0.5
1166,zola,0.4444444444
1167,smallpox,0.6666666667
1168,underemploy,1.0
1169,shankaracharya,1.0
1170,cottonwool,0.75
